time,m_x,m_y,m_z,qfi,qfi_raw
1,0.06952508821430506,-0.04855365909826346,-0.4927528438945193,9.270463356485542e-05,0.0834341702083698756011898838659878634517700406032199590442172
2,0.0920585438606434,-0.0320241381265691,0.4903595976654379,0.000195881844525191,0.705174640290687592332675316968615165551246435502336946283038
3,0.008376131148507309,0.027315288315065432,-0.49912867461458404,0.00015176162120188137,1.22926913173523903387294779014689476703105578320785400416822
4,0.04142509546604175,0.05015579773056065,0.49570377973441454,9.390107069765325e-05,1.35217541804620685233502084090115284169779539052438845345684
5,0.1020717391316316,0.006575039175579548,-0.48931464298391625,0.0001281526241090132,2.88343404245279698102602723454973062724662949948849385891722
6,0.029600311801219244,-0.044881176581948914,0.4969029638735305,0.0001442043405510433,4.67222063385380264295476120667704598136613722394952146556385
7,0.017582960223923493,-0.03637652237207567,-0.49817375524129076,0.00011223640072322289,4.94962527189412937242554832085284244327260100268821414239094
8,0.09731632011698331,0.019528911853881812,0.48985569312136107,0.0001160188053023063,6.68268318541284276759858660442180921557248644009081718048913
9,0.05542310249085609,0.048411863405235206,-0.49418527892251585,0.0001357517567298324,9.89630306560478118081106058016883278076710502711625371929428
10,0.005482961278723232,0.013178710925057343,0.49941423238939564,0.00012195038555380841,10.9755346998427568517263340334464722338885335316707855585873
11,0.08041997514849451,-0.03856382622466865,-0.49165087315509426,0.00011434290231229098,12.4519420618084866168891503108276133181143312615121145664966
12,0.07806579811083682,-0.03901733861025756,0.49181986444910336,0.00012885811682524875,16.7000119405522382094232819919682390160128573491034852549948
13,0.0068964169718302454,0.01123324161538621,-0.49925553852756005,0.00012605761410235702,19.1733631049685030269313571807653599400088183828940293462968
14,0.057418764691042484,0.04604803339563773,0.49403696416376547,0.00011610312930285496,20.4805920090236158085291580238785512720679749812111847644792
15,0.09250989924410286,0.020915562649044928,-0.49034488934512194,0.00012438680891940882,25.1883288061802876124113086522653315748279836744907316253209
16,0.019089021262613776,-0.030462170705062325,0.4979792167693641,0.0001269457868805078,29.248309297268998271795164294166642219617896739061355216948
17,0.03496162051583532,-0.04156065496587292,-0.49634032227295544,0.00011848432070787473,30.8177718161182164505592774518975312340541575099797250952087
18,0.09666327534456429,0.0009209134314568463,0.4899551924459888,0.00012195236010051823,35.5613082053111130428623728826162258138904796346173938462101
