time,m_x,m_y,m_z,qfi,qfi_raw
1,0.0517341144479407,-2.647359120050631e-52,4.883933793505135e-35,0.31829108218290914,286.461973964618245100350371805379935457916982069916290398418
2,0.0517341144479407,-1.817898450841756e-52,-4.883933793505135e-35,0.3182236592304382,1145.60517322957762004351340036157428667063343249006977491937
3,0.05173411444794071,1.399723475004171e-52,4.883933793505135e-35,0.31819181033532756,2577.3536637161532194824092810285188762588708650993513874683
4,0.05173411444794071,2.7806880681519335e-52,-4.883933793505135e-35,0.31819460375452197,4582.00229406511654152226017678681379844069968160679248991037
5,0.0517341144479407,5.1142591117731175e-53,4.883933793505135e-35,0.31819664281940824,7159.42446343668564590860725418662242738323918190833032679572
6,0.05173411444794071,-2.4289707951891428e-52,-4.883933793505135e-35,0.31819173802729106,10309.4123120842299061402942108419408169094709582674848030284
7,0.05173411444794071,-2.180298681700823e-52,4.883933793505135e-35,0.3181912739915883,14032.2351830290432414184327816504947652096089755469852321614
8,0.0517341144479407,9.303096927777794e-53,-4.883933793505135e-35,0.3181929855552971,18327.9159679851149443561749568172921734667947095131794137871
9,0.05173411444794071,2.818118291998032e-52,4.883933793505135e-35,0.3181916262213406,23196.1695515357312015049251529570671271924338764306811848234
10,0.05173411444794071,1.0043833777970025e-52,-4.883933793505135e-35,0.3181907658260668,28637.1689243460108336449714289325447699241929194316612209161
11,0.0517341144479407,-2.128919654622629e-52,4.883933793505135e-35,0.31819173895688846,34651.0803724051546009351589514369294062818131756166319829092
12,0.0517341144479407,-2.4669107565826163e-52,-4.883933793505135e-35,0.31819148644388306,41237.6166431272464656738664503335020855785696286498432883344
13,0.05173411444794071,4.349031823125728e-53,4.883933793505135e-35,0.31819072207336024,48396.8088273580949215896376884932019812887034091346196185615
14,0.0517341144479407,2.7667756646002e-52,-4.883933793505135e-35,0.3181911721468544,56128.9227667051124521290415609485484857119815602312352780805
15,0.0517341144479407,1.4669792582125897e-52,4.883933793505135e-35,0.31819133230525476,64433.7447918140909512785363186403244089029303971412204079374
16,0.05173411444794071,-1.7580140110246956e-52,-4.883933793505135e-35,0.3181907804989766,73311.1558269642076374711962455274947148471978229871939860003
17,0.05173411444794071,-2.6741513046806973e-52,4.883933793505135e-35,0.3181908931999845,82761.4513213159628565303689086037297948546965773157420857964
18,0.0517341144479407,-7.919703299560307e-54,-4.883933793505135e-35,0.31819117776907646,92784.5474374626985368848653420406819033758813785689610975533
19,0.05173411444794071,2.6188833439217546e-52,4.883933793505135e-35,0.31819084722432245,103380.20626318236055266579795082859845040320457859976488566
20,0.05173411444794071,1.87698619169077e-52,-4.883933793505135e-35,0.31819076421223297,114548.675116403859317875845645696426166586929271696560906876
21,0.0517341144479407,-1.3307201240671077e-52,4.883933793505135e-35,0.3181910354959534,126290.021988343910993608227920510065440301542310894008750943
22,0.0517341144479407,-2.791934705030605e-52,-4.883933793505135e-35,0.3181908926858751,138603.952853967195370952481715850388251246782098595421907059
23,0.05173411444794071,-5.873453741734098e-53,4.883933793505135e-35,0.3181907198699395,151490.601730078202221595750221193254567607849272790242671353
24,0.0517341144479407,2.388990946586983e-52,-4.883933793505135e-35,0.3181909153745533,164950.170530168435250618986258488160827794142209973917365081
25,0.0517341144479407,2.2295064715236333e-52,4.883933793505135e-35,0.31819090949141327,178982.386588919946664302944535906288240385443107537672785761
26,0.05173411444794071,-8.561778674192138e-53,-4.883933793505135e-35,0.3181907219860425,193587.235256308238889903795030496856933725333807536256375012
27,0.0517341144479407,-2.816567596750264e-52,4.883933793505135e-35,0.31819082346785027,208764.999277256571462078997331272525237065311307889746210687
28,0.0517341144479407,-1.0780793389043769e-52,-4.883933793505135e-35,0.3181909000671544,224515.499087384135064975600375476014461060232454886468339795
29,0.05173411444794071,2.0758505262111854e-52,4.883933793505135e-35,0.31819074547672216,240838.575251331003560413412450870277549247230657113804261198
30,0.05173411444794071,2.5032669885823216e-52,-4.883933793505135e-35,0.3181907616172649,257734.516909984543110523466886100867499898349420740408292899
31,0.0517341144479407,-3.574584863023883e-53,4.883933793505135e-35,0.3181908715754078,275203.284825570200757152150322150886103947920733929108778337
32,0.05173411444794071,-2.750056734320349e-52,-4.883933793505135e-35,0.31819077348373875,293244.61684261363865544102310185010149736194524403676983812
33,0.05173411444794071,-1.5325552146481487e-52,4.883933793505135e-35,0.31819072776410323,311858.732281597584049124207553741426307920153393271994456134
34,0.0517341144479407,1.6970240260422723e-52,-4.883933793505135e-35,0.3181908329592093,331045.742610761347186930774749932377390748611451874864020923
35,0.0517341144479407,2.6987586049340796e-52,4.883933793505135e-35,0.3181907954520297,350805.351985862790978910019359708349869187004262049578361964
36,0.05173411444794071,1.5787816794929647e-53,-4.883933793505135e-35,0.31819071683093986,371137.652111608253979019629592598426360803892466889368019445
37,0.0517341144479407,-2.589035449830094e-52,4.883933793505135e-35,0.3181907928579761,392042.875880312329413312759251482169460826036771031262689849
38,0.0517341144479407,-1.9352655608460074e-52,-4.883933793505135e-35,0.3181908060823429,413520.771584612802115123910959687014699918925966378079028594
39,0.05173411444794071,1.2602561921291786e-52,4.883933793505135e-35,0.31819072191487685,435571.279229274895008483520738005392506917889929414127268913
40,0.05173411444794071,2.800933447506726e-52,-4.883933793505135e-35,0.3181907581755233,458194.691772753513922703161573400794493685612157924755724339
41,0.0517341144479407,6.630908186118143e-53,4.883933793505135e-35,0.31819080435725866,481390.867912096604833949811033470850588042634312990174958764
42,0.05173411444794071,-2.3466036036181235e-52,-4.883933793505135e-35,0.3181907355803756,505159.611807404268951500901394988922840540653868173316109068
43,0.05173411444794071,-2.276321957057509e-52,4.883933793505135e-35,0.3181907332838438,529501.199257644457118152199806502044199580829676703087787444
44,0.0517341144479407,7.819575698673729e-53,-4.883933793505135e-35,0.31819079238490283,554415.636651454719686282759218929182137950485386769863041549
45,0.05173411444794071,2.813136587596961e-52,4.883933793505135e-35,0.3181907510699657,579902.643825012457850768259448978207538137041392045414947728
46,0.05173411444794071,1.1508675653442102e-52,-4.883933793505135e-35,0.31819071980632724,605962.406799169598056253373240264873425064254387924925718868
47,0.0517341144479407,-2.0215985747079233e-52,4.883933793505135e-35,0.31819077410951635,632595.078007129474498309810038525874747713419968554483812924
48,0.0517341144479407,-2.5383265901289202e-52,-4.883933793505135e-35,0.31819076324728574,659800.366669571647209698655976538896049068974171734991643254
49,0.05173411444794071,2.790841991533505e-53,4.883933793505135e-35,0.3181907168884867,687578.320124330971913875648653199703328298245720801481616819
50,0.0517341144479407,2.73074768181489e-52,-4.883933793505135e-35,0.31819075406208874,715929.196639699641359277146440539246682927914427555096186823
51,0.0517341144479407,1.596810573300098e-52,4.883933793505135e-35,0.31819076911772826,744852.771427690110879702545716778855479358651265655202237374
52,0.05173411444794071,-1.634487394155133e-52,-4.883933793505135e-35,0.3181907218475179,774348.940688119606381648888235571336400229563168112282680127
53,0.05173411444794071,-2.7207451611630826e-52,4.883933793505135e-35,0.31819073630816497,804418.000460671877987535007334373691058314527063932104877512
54,0.0517341144479407,-2.357685229722349e-53,-4.883933793505135e-35,0.31819076787876727,835059.851221036791268122275911823447061693005714265419278196
55,0.05173411444794071,2.55778346149134e-52,4.883933793505135e-35,0.31819073105118983,866274.265286864280121440798598772091703766897754562487776161
56,0.05173411444794071,1.9923861758698333e-52,-4.883933793505135e-35,0.31819072369840906,898061.498566389804244139847114342648828671928106438522419078
57,0.0517341144479407,-1.1888490677486687e-52,4.883933793505135e-35,0.31819076057335083,930421.602992535123894558626555751450106551879010751214481786
58,0.0517341144479407,-2.808153150590915e-52,-4.883933793505135e-35,0.3181907408269394,963354.286927641630722724796594754806577508598415883988836739
59,0.05173411444794071,-7.389434142001233e-53,4.883933793505135e-35,0.3181907174899883,996859.69882438432503919862130513177793871394660757402234363
60,0.0517341144479407,2.3017413741265324e-52,-4.883933793505135e-35,0.3181907494802525,1030938.02831601803227886160083320471130573636657893913145847
61,0.0517341144479407,2.3208810537879857e-52,4.883933793505135e-35,0.3181907482097219,1065588.99667953753261837357435270864811132219864142452989578
62,0.05173411444794071,-7.0731498469798745e-53,-4.883933793505135e-35,0.31819071736040966,1100812.60578007326038650368755609971322384928290607000277661
63,0.0517341144479407,-2.807341259277256e-52,4.883933793505135e-35,0.3181907373837658,1136609.13300854978877754257883448055080037626920734247911537
64,0.0517341144479407,-1.2222589306993513e-52,-4.883933793505135e-35,0.31819075141124503,1172978.38600241368068600897020886796515094182917202241589629
65,0.05173411444794071,1.966449903433584e-52,4.883933793505135e-35,0.318190721754777,1209920.21947253945773077542166485235144923764306357862237907
66,0.05173411444794071,2.5720406202820686e-52,-4.883933793505135e-35,0.3181907268646341,1247434.92560011154289962133117083103856594249778872448657788
67,0.0517341144479407,-2.0011980070968106e-53,4.883933793505135e-35,0.31819074997647356,1285522.44897995075175657224272756310961078382431981583827088
68,0.05173411444794071,-2.7093139307462106e-52,-4.883933793505135e-35,0.3181907284335077,1324182.53544888566968868679324667713857810030431232457314863
69,0.05173411444794071,-1.6601785789599033e-52,4.883933793505135e-35,0.31819071975106933,1363415.41506135692580959753505087204446726152992775546334431
70,0.0517341144479407,1.5700894086570537e-52,-4.883933793505135e-35,0.3181907446479031,1403221.18389725272412997292470078479472266188606984417078908
71,0.0517341144479407,2.739961956284278e-52,4.883933793505135e-35,0.31819073506808065,1443599.54593037501599313295986413195698303921874947569966064
72,0.05173411444794071,3.1294785887601104e-53,-4.883933793505135e-35,0.3181907168280758,1484550.60843307054222626946763396563205167448257515562738161
73,0.0517341144479407,-2.524781361477271e-52,4.883933793505135e-35,0.31819073699728656,1526074.59371268600935637279251787923396185380313961404088622
74,0.0517341144479407,-2.0478206797582378e-52,-4.883933793505135e-35,0.31819073976022166,1568171.24183427654389393744489415602192846152688606216005624
75,0.05173411444794071,1.1170007649907209e-52,4.883933793505135e-35,0.318190717826395,1610840.50899612471160224930337441365876589677187022131051068
76,0.05173411444794071,2.813861099898871e-52,-4.883933793505135e-35,0.31819072892903305,1654082.685264685423127010503723271618275168120605280431231
77,0.0517341144479407,8.148564229796564e-53,4.883933793505135e-35,0.3181907413965278,1697897.61516601192137844650628490365805669616368224044685898
78,0.05173411444794071,-2.2546903796407226e-52,-4.883933793505135e-35,0.318190721641788,1742285.11542177441024688758361986719005011929936363270772257
79,0.05173411444794071,-2.3635854661265673e-52,4.883933793505135e-35,0.31819072218605254,1787245.46744683839526403452109159708140869274473978242825135
80,0.0517341144479407,6.31820526676825e-53,-4.883933793505135e-35,0.3181907397830875,1832778.66115058404677324604997080390642527336952690217628668
81,0.05173411444794071,2.7988010982540895e-52,4.883933793505135e-35,0.318190726701689,1878884.42210080362562992084527476382474736096241964757222155
82,0.05173411444794071,1.2920349610483693e-52,-4.883933793505135e-35,0.31819071797115894,1925562.94887426559937942564959881929903874952902387529464267
83,0.0517341144479407,-1.91033964996567e-52,4.883933793505135e-35,0.3181907355521123,1972814.37949665157028227663809004607282729704840819330776517
84,0.0517341144479407,-2.6040360288492576e-52,-4.883933793505135e-35,0.3181907313872524,2020638.42060160756289202909527324291242068469514941916303355
85,0.05173411444794071,1.2110399739606232e-53,4.883933793505135e-35,0.31819071674603444,2069035.13564108896998060930747766722839626531800052634982874
86,0.0517341144479407,2.6862310357753757e-52,-4.883933793505135e-35,0.31819072989127845,2118004.77444830601439375551307988592625488739717178078977185
87,0.0517341144479407,1.722910082866041e-52,4.883933793505135e-35,0.31819073441466195,2167547.10190611866185013378609065569589228873971287463765963
88,0.05173411444794071,-1.5038340357164772e-52,-4.883933793505135e-35,0.31819071822107053,2217662.02971357321859430147635101342767958970690028285642817
89,0.05173411444794071,-2.7566168718903577e-52,4.883933793505135e-35,0.31819072418675126,2268349.85365493113066869158137205621722715396958405684604015
90,0.0517341144479407,-3.897766623631203e-53,-4.883933793505135e-35,0.3181907350902588,2319610.4588079867797856553138982473178352324352941763814619
91,0.05173411444794071,2.4895657212059904e-52,4.883933793505135e-35,0.31819072151591765,2371443.62838598276858887851217423647952310686051675376039215
92,0.05173411444794071,2.1011210371440776e-52,-4.883933793505135e-35,0.31819071967267093,2423849.62617853811400854771047992753487449354858814539248
93,0.0517341144479407,-1.0449609928044635e-52,4.883933793505135e-35,0.3181907333924306,2476828.48780001906670749319359035381306995288801066246713702
94,0.0517341144479407,-2.8179779573278994e-52,-4.883933793505135e-35,0.3181907254398929,2530379.9249882044069027046402161788306200641347367127096718
95,0.05173411444794071,-8.904491710608096e-53,4.883933793505135e-35,0.31819071715915836,2584504.10012526397930656108921763141762588548135837085763991
96,0.0517341144479407,2.205956747226132e-52,-4.883933793505135e-35,0.31819072988669517,2639201.18997220442487578588848388434985727394702845318165145
97,0.0517341144479407,2.404871647016823e-52,4.883933793505135e-35,0.31819072881376764,2694470.91066786569207042459903465853972355488572171254554974
98,0.05173411444794071,-5.55207521676604e-53,-4.883933793505135e-35,0.31819071688806266,2750313.28049365821172653333788611747667060808456700344731913
99,0.0517341144479407,-2.7874432775490494e-52,4.883933793505135e-35,0.3181907255187522,2806728.57072836157874000221742370757170734865938674299757181
100,0.0517341144479407,-1.3603343084303622e-52,-4.883933793505135e-35,0.31819073074802595,2863716.57673223368729174661449567472094915861688319025398494
166,0.05173411444794071,-2.8107268018663478e-52,-4.883933793505135e-35,0.3181907192252835,7891257.11307472158406340468191169177679787560086234506276003
278,0.05173411444794071,2.2554667104175994e-53,-4.883933793505135e-35,0.318190716738984,22131946.2172100765241640833459113918612514039304950683208633
464,0.05173411444794071,-1.774139704626812e-52,-4.883933793505135e-35,0.3181907168130974,61654669.710293358153926491338971655974229518963368435760997
774,0.0517341144479407,-2.6233697561090074e-52,-4.883933793505135e-35,0.3181907169063746,171558379.729262949760362364137578399076804560498128307426592
1291,0.05173411444794071,2.7342417079121284e-52,4.883933793505135e-35,0.31819071676972854,477290179.814839171818782473821191735692635352726803093103309
2154,0.0517341144479407,-2.6593002709560718e-52,-4.883933793505135e-35,0.3181907167573571,1328683103.63152016160052312289543636218171794885086350453646
3593,0.0517341144479407,2.8181092175028178e-52,4.883933793505135e-35,0.31819071674189614,3696957421.37667275712938906350093892729422701065692431362476
5994,0.05173411444794071,-4.821377572201925e-53,-4.883933793505135e-35,0.31819071673591687,10288770773.1784410770978896609825127270932465905837127881416
10000,0.05173411444794071,2.2146457585206204e-53,-4.883933793505135e-35,0.3181907167358886,28637164506.2299738979183421538365326216105249476220090106392
10000,0.05173411444794071,2.2146457585206204e-53,-4.883933793505135e-35,0.3181907167358886,28637164506.2299738979183421538365326216105249476220090106392
3593813,0.0517341144479407,-2.0917841915690336e-53,4.883933793505135e-35,0.3181907167358863,3698630656169098.12968282055479046319506516001450852378638272
1291549665,0.05173411444794071,5.030491686494123e-53,4.883933793505135e-35,0.3181907167358863,477696694956273237286.995180537875580700692618582463151936991
464158883361,0.0517341144479407,1.663771984373318e-52,4.883933793505124e-35,0.3181907167358863,61696900636297307198426889.6797632357844159307653859781497841
166810053720005,0.05173411444794071,2.2486358994668183e-52,4.883933793501232e-35,0.3181907167358863,7968461134936094005425500032828.82371158941402024068842723767
59948425031894208,0.0517341144479407,-2.4902248408393776e-52,-4.883933792102368e-35,0.3181907167358863,1029166330951097815962286985933442269.478807118699358510885
21544346900318777344,0.0517341144479407,-5.707643343699455e-53,-4.883933289369444e-35,0.31819071673580823,132921942998414947803011567054528163665744.272829105737870542
7742636826811213807616,0.05173411444794071,1.9455127630715397e-52,-4.883751691869317e-35,0.3181907066595625,17167528551623320409714460520524729175768636843.9699981527253
2782559402207114298392576,0.05173411444794071,-6.690139655192863e-54,-4.700083980304829e-35,0.3168914367146367,2208217777207075254145764312037415938291116414541556.26496907
