time,m_x,m_y,m_z,qfi
1,0.19177546420777605,-0.15713318916644667,-0.433593817102849,0.46017921489738084
2,0.30645214399309606,-0.004711647192509881,0.3811848845246758,5.067640945956673
3,0.16625690543208854,0.101916363905028,-0.4244578482612517,19.52317726962366
4,0.06940188179722565,0.03564030581949295,0.4521065740807785,47.223827161954574
5,0.21603923749764892,-0.08149361194370841,-0.40182072506674593,89.03240773633208
6,0.23033314404241137,-0.05785372770113768,0.3961104134784418,142.60585097077345
7,0.13135798437035992,0.049104174838168584,-0.4370115049768201,207.74847156860753
8,0.14754243173156656,0.0422469982503787,0.4378061878419624,270.54731574391616
9,0.23345285533849566,-0.008149220422364429,-0.4132714468957897,311.45724440827763
10,0.15144111205390803,-0.05340313792365238,0.4353957740477811,355.78864463654173
10,0.15144111205390803,-0.05340313792365238,0.4353957740477811,355.78864463654173
11,0.11040845015280992,-0.048655236110362286,-0.4404613045441471,443.71942130772544
12,0.23691551271308586,0.08449756924493512,0.39104049309871053,565.0725487178175
13,0.2701315030179669,0.06275735152863032,-0.379459749435722,706.1959802240899
14,0.07299519466311391,-0.08986862282280728,0.441557883178143,866.6061062447037
15,0.08675921675939097,-0.10373847317657149,-0.435911237669921,1048.442722637045
16,0.27834686081844157,0.0596444975931075,0.37204905536886496,1251.7423608879392
17,0.2449011727703263,0.10736009374178741,-0.38976137854506465,1456.7879578860482
18,0.0648182414009575,-0.04404730008203679,0.4518525549309198,1663.005320487383
20,0.2768266548737959,0.013130591398599832,0.3608775320516814,2192.0565693842127
21,0.17233218475975437,0.09708295951389107,-0.39719212024294565,2513.0872484017805
23,0.19921383462335862,-0.07737081944874066,-0.39072237251671527,3223.5518365231433
24,0.23210811687086857,-0.04839504060839372,0.3785564814485203,3588.3554010960906
26,0.13275327040567553,0.07663238005022073,0.42005932570902166,4352.862464741774
28,0.20162229436508414,-0.0762698736736258,0.38111799107489414,5227.7959408346205
30,0.16735985819498342,0.08958109232480574,0.3865008451193418,6427.355808785538
32,0.14592585798800178,-0.10316404965743949,0.40974329724847447,7530.583991277479
34,0.24383071995925573,0.06407574472927997,0.38526023113869107,8640.292267695137
37,0.14797137644770786,-0.1092555175553948,-0.40266138141198876,10153.119721028019
40,0.05896573128843533,-0.0051430138797332325,0.4407271742435195,12350.182869552795
42,0.29378196210515695,-0.035933743685441784,0.37128805039027346,13595.248726518768
46,0.24927137284591494,-0.0490965531201677,0.38524048307773234,15469.617490587654
49,0.2516621826410633,0.004624443777083808,-0.3922431267428741,17569.51420529339
52,0.225283719722236,0.05651338862825812,0.40469958303604725,19192.61184361883
56,0.2939143514088461,0.05399756233276295,0.37829575659803494,20933.93932470393
60,0.2938541118573839,0.025748563606788243,0.3862926940696555,22732.227719526498
65,0.14078354163408993,0.05077610609759298,-0.43009419545669003,25651.34156524837
69,0.08729724500926339,-0.043103068307927934,-0.4572852197124499,27740.117357383122
74,0.25388964668172587,0.0809437308637787,0.3740383215672299,32501.22508386444
80,0.09709516357417418,0.006243874767869759,0.4295580997036787,38410.63593719455
86,0.2218437206271237,-0.0809236005832712,0.3882338894378865,47189.76510240952
92,0.2056269542621185,0.08309659662700306,0.3780968502471771,56748.6601124533
98,0.05226310949211365,-0.032194186792606924,0.4429771743479823,66375.04339546376
