time_points,initial_state,qfi_values,m_0_values,m_1_values,N,h,J,tau
741310,GS_CAT,0.33555419963067945,0.455680907129528,0.00016308542518709,40,0.4,1.0,1.0
749894,GS_CAT,0.33555307688132574,0.455680907004437,0.00016308543854027524,40,0.4,1.0,1.0
758577,GS_CAT,0.33555339041923565,0.4556809068778421,0.0001630854520469238,40,0.4,1.0,1.0
767361,GS_CAT,0.33555322299929025,0.4556809067497142,0.00016308546571621452,40,0.4,1.0,1.0
776247,GS_CAT,0.3355545384731474,0.45568090662003247,0.00016308547953354855,40,0.4,1.0,1.0
785235,GS_CAT,0.33555534027793515,0.45568090648879805,0.00016308549351725654,40,0.4,1.0,1.0
794328,GS_CAT,0.3355530338590101,0.4556809063559616,0.00016308550766252762,40,0.4,1.0,1.0
803526,GS_CAT,0.3355544038424918,0.4556809062215236,0.00016308552197084395,40,0.4,1.0,1.0
812830,GS_CAT,0.33555424304250175,0.45568090608546596,0.00016308553644656638,40,0.4,1.0,1.0
822242,GS_CAT,0.3355546898840612,0.45568090594775706,0.00016308555108894416,40,0.4,1.0,1.0
831763,GS_CAT,0.33555392451468596,0.4556809058083844,0.00016308556589666594,40,0.4,1.0,1.0
841395,GS_CAT,0.335553921072626,0.4556809056673071,0.00016308558087952118,40,0.4,1.0,1.0
851138,GS_CAT,0.33555528834850257,0.45568090552452645,0.00016308559603657284,40,0.4,1.0,1.0
860993,GS_CAT,0.33555323370073425,0.45568090538002587,0.0001630856113741197,40,0.4,1.0,1.0
870963,GS_CAT,0.3355537698816865,0.45568090523376376,0.00016308562687122609,40,0.4,1.0,1.0
881048,GS_CAT,0.3355540345006575,0.4556809050857247,0.00016308564256857782,40,0.4,1.0,1.0
891250,GS_CAT,0.33555335193748065,0.4556809049358888,0.00016308565843583533,40,0.4,1.0,1.0
901571,GS_CAT,0.33555503879815335,0.4556809047842171,0.00016308567449136794,40,0.4,1.0,1.0
912010,GS_CAT,0.3355528229427259,0.4556809046307218,0.00016308569073653079,40,0.4,1.0,1.0
922571,GS_CAT,0.33555419247378987,0.4556809044753468,0.00016308570716126736,40,0.4,1.0,1.0
933254,GS_CAT,0.33555611225017984,0.45568090431808506,0.00016308572377364826,40,0.4,1.0,1.0
944060,GS_CAT,0.3355560987573318,0.4556809041589103,0.00016308574059221704,40,0.4,1.0,1.0
954992,GS_CAT,0.3355552486269655,0.45568090399778755,0.00016308575759882982,40,0.4,1.0,1.0
966050,GS_CAT,0.3355530160974136,0.4556809038347119,0.00016308577479428877,40,0.4,1.0,1.0
977237,GS_CAT,0.33555368418483594,0.4556809036696263,0.00016308579220538876,40,0.4,1.0,1.0
988553,GS_CAT,0.3355514510149302,0.4556809035025382,0.0001630858098016691,40,0.4,1.0,1.0
1000000,GS_CAT,0.3355530939252736,0.4556809033334104,0.00016308582760526588,40,0.4,1.0,1.0
1011579,GS_CAT,0.3355524941307429,0.4556809031622189,0.00016308584562386985,40,0.4,1.0,1.0
1023292,GS_CAT,0.3355518187637956,0.45568090298893543,0.0001630858638465238,40,0.4,1.0,1.0
1035142,GS_CAT,0.33555583147405144,0.45568090281351636,0.00016308588227502,40,0.4,1.0,1.0
1047128,GS_CAT,0.3355561048192362,0.4556809026359655,0.0001630859009179926,40,0.4,1.0,1.0
1059253,GS_CAT,0.3355527111908031,0.45568090245623366,0.00016308591978394724,40,0.4,1.0,1.0
1071519,GS_CAT,0.33555014552811746,0.45568090227429653,0.00016308593885460687,40,0.4,1.0,1.0
1083926,GS_CAT,0.3355517950631726,0.4556809020901344,0.0001630859581662064,40,0.4,1.0,1.0
1096478,GS_CAT,0.33555737507264854,0.4556809019037016,0.00016308597768312835,40,0.4,1.0,1.0
1109174,GS_CAT,0.3355545971009847,0.4556809017149958,0.00016308599743063284,40,0.4,1.0,1.0
1122018,GS_CAT,0.3355545118967693,0.455680901523951,0.00016308601741879536,40,0.4,1.0,1.0
1135010,GS_CAT,0.335554816681733,0.45568090133057826,0.00016308603762090618,40,0.4,1.0,1.0
1148153,GS_CAT,0.3355532906610362,0.4556809011348104,0.0001630860580720289,40,0.4,1.0,1.0
1161448,GS_CAT,0.3355540552915513,0.45568090093663577,0.0001630860787529359,40,0.4,1.0,1.0
1174897,GS_CAT,0.33555396369704077,0.45568090073602346,0.00016308609966417253,40,0.4,1.0,1.0
1188502,GS_CAT,0.33555486743357094,0.45568090053293575,0.00016308612082699265,40,0.4,1.0,1.0
1202264,GS_CAT,0.335553204277517,0.45568090032734665,0.00016308614223649597,40,0.4,1.0,1.0
1216186,GS_CAT,0.33555446067713185,0.4556809001192093,0.00016308616389457963,40,0.4,1.0,1.0
1230268,GS_CAT,0.3355550445683894,0.45568089990852007,0.0001630861858011005,40,0.4,1.0,1.0
1244514,GS_CAT,0.33555428220989286,0.4556808996952177,0.00016308620795578953,40,0.4,1.0,1.0
1258925,GS_CAT,0.33555565352979827,0.4556808994792709,0.00016308623037677717,40,0.4,1.0,1.0
1273503,GS_CAT,0.3355545923357091,0.4556808992606496,0.00016308625305252786,40,0.4,1.0,1.0
1288249,GS_CAT,0.33555688189772587,0.45568089903933895,0.00016308627598826293,40,0.4,1.0,1.0
1303166,GS_CAT,0.33555231841623084,0.4556808988152786,0.00016308629918788815,40,0.4,1.0,1.0
1318256,GS_CAT,0.3355542407544079,0.4556808985884272,0.00016308632267024345,40,0.4,1.0,1.0
1333521,GS_CAT,0.33555216123038395,0.45568089835876735,0.0001630863464097479,40,0.4,1.0,1.0
1348962,GS_CAT,0.3355519952299678,0.45568089812626605,0.0001630863704231267,40,0.4,1.0,1.0
1364583,GS_CAT,0.3355550264806896,0.4556808978908543,0.0001630863947191143,40,0.4,1.0,1.0
1380384,GS_CAT,0.33555518217386465,0.45568089765252073,0.00016308641930628878,40,0.4,1.0,1.0
1396368,GS_CAT,0.3355552410800799,0.4556808974112273,0.0001630864441678287,40,0.4,1.0,1.0
1412537,GS_CAT,0.3355555226042613,0.4556808971669293,0.00016308646930941688,40,0.4,1.0,1.0
1428893,GS_CAT,0.33555329124809796,0.4556808969195899,0.00016308649475473835,40,0.4,1.0,1.0
1445439,GS_CAT,0.33555455353634056,0.4556808966691553,0.00016308652049013827,40,0.4,1.0,1.0
1462177,GS_CAT,0.3355556740427722,0.4556808964155861,0.0001630865465234249,40,0.4,1.0,1.0
1479108,GS_CAT,0.3355529059239437,0.45568089615886276,0.00016308657285940277,40,0.4,1.0,1.0
1496235,GS_CAT,0.33555252667177854,0.4556808958989276,0.00016308659950367566,40,0.4,1.0,1.0
1513561,GS_CAT,0.33555423596502393,0.45568089563573605,0.0001630866264461378,40,0.4,1.0,1.0
1531087,GS_CAT,0.33555435212084894,0.4556808953692446,0.0001630866537134762,40,0.4,1.0,1.0
1548816,GS_CAT,0.3355543681072229,0.4556808950994188,0.00016308668128893407,40,0.4,1.0,1.0
1566751,GS_CAT,0.33555548437193866,0.45568089482620777,0.00016308670917573474,40,0.4,1.0,1.0
1584893,GS_CAT,0.33555437720178094,0.45568089454956134,0.0001630867374029718,40,0.4,1.0,1.0
1603245,GS_CAT,0.335552637656118,0.45568089426944314,0.00016308676594435357,40,0.4,1.0,1.0
1621810,GS_CAT,0.3355565604651827,0.4556808939858035,0.00016308679481455562,40,0.4,1.0,1.0
1640589,GS_CAT,0.3355525649947106,0.4556808936985992,0.00016308682402618632,40,0.4,1.0,1.0
1659586,GS_CAT,0.33555172389216914,0.4556808934077812,0.0001630868535637979,40,0.4,1.0,1.0
1678804,GS_CAT,0.33555612059141465,0.45568089311326665,0.00016308688346118038,40,0.4,1.0,1.0
1698243,GS_CAT,0.3355533756612856,0.45568089281506124,0.0001630869137044716,40,0.4,1.0,1.0
1717908,GS_CAT,0.335556939464423,0.4556808925130662,0.00016308694430021577,40,0.4,1.0,1.0
1737800,GS_CAT,0.33555543531164594,0.45568089220729036,0.00016308697522459114,40,0.4,1.0,1.0
1757923,GS_CAT,0.33555300736265076,0.45568089189762173,0.0001630870065281606,40,0.4,1.0,1.0
1778279,GS_CAT,0.3355552362473195,0.45568089158403186,0.0001630870381903203,40,0.4,1.0,1.0
1798870,GS_CAT,0.33555358603019136,0.45568089126648337,0.00016308707020845533,40,0.4,1.0,1.0
1819700,GS_CAT,0.33555488269715295,0.45568089094489467,0.00016308710260583558,40,0.4,1.0,1.0
1840772,GS_CAT,0.3355523205719312,0.4556808906192086,0.00016308713538063443,40,0.4,1.0,1.0
1862087,GS_CAT,0.335553879087501,0.45568089028940095,0.00016308716853296045,40,0.4,1.0,1.0
1883649,GS_CAT,0.3355573076861731,0.45568088995538514,0.0001630872020769891,40,0.4,1.0,1.0
1905460,GS_CAT,0.33555410646056183,0.4556808896171359,0.0001630872359990176,40,0.4,1.0,1.0
1927524,GS_CAT,0.33555652069268027,0.45568088927456996,0.00016308727031443814,40,0.4,1.0,1.0
1949844,GS_CAT,0.3355516629785333,0.4556808889276295,0.0001630873050240158,40,0.4,1.0,1.0
1972422,GS_CAT,0.3355528356880218,0.4556808885762556,0.00016308734014481712,40,0.4,1.0,1.0
1995262,GS_CAT,0.33555355529954856,0.45568088822039565,0.0001630873756595902,40,0.4,1.0,1.0
2018366,GS_CAT,0.33555316597160084,0.4556808878599722,0.00016308741160242084,40,0.4,1.0,1.0
2041737,GS_CAT,0.3355558370322555,0.455680887494965,0.00016308744794089753,40,0.4,1.0,1.0
2065380,GS_CAT,0.3355553159019706,0.45568088712523114,0.00016308748472053936,40,0.4,1.0,1.0
2089296,GS_CAT,0.33555592380074145,0.45568088675079893,0.0001630875218962824,40,0.4,1.0,1.0
2113489,GS_CAT,0.33555397698732364,0.4556808863715219,0.0001630875595368675,40,0.4,1.0,1.0
2137962,GS_CAT,0.3355569115739563,0.45568088598737644,0.00016308759760045032,40,0.4,1.0,1.0
2162718,GS_CAT,0.33555317390631106,0.4556808855983068,0.00016308763609520078,40,0.4,1.0,1.0
2187761,GS_CAT,0.335554142019925,0.45568088520420147,0.00016308767505416043,40,0.4,1.0,1.0
2213094,GS_CAT,0.3355522808107778,0.4556808848050366,0.00016308771443641069,40,0.4,1.0,1.0
2238721,GS_CAT,0.3355559079088386,0.4556808844006797,0.00016308775429836608,40,0.4,1.0,1.0
2264644,GS_CAT,0.33555553033881524,0.45568088399113194,0.0001630877946101247,40,0.4,1.0,1.0
2290867,GS_CAT,0.3355522574006349,0.4556808835762906,0.00016308783538288574,40,0.4,1.0,1.0
2317394,GS_CAT,0.3355534870635018,0.4556808831560401,0.00016308787665037932,40,0.4,1.0,1.0
2344228,GS_CAT,0.3355543381470446,0.455680882730361,0.00016308791838076203,40,0.4,1.0,1.0
2371373,GS_CAT,0.3355552393310902,0.45568088229915593,0.00016308796059237018,40,0.4,1.0,1.0
2398832,GS_CAT,0.3355550205210629,0.455680881862344,0.00016308800329789186,40,0.4,1.0,1.0
2426610,GS_CAT,0.3355547256647959,0.45568088141983126,0.00016308804650124186,40,0.4,1.0,1.0
2454708,GS_CAT,0.33555577540952175,0.45568088097160364,0.0001630880901834636,40,0.4,1.0,1.0
2483133,GS_CAT,0.33555254498036996,0.455680880517476,0.00016308813439744606,40,0.4,1.0,1.0
2511886,GS_CAT,0.3355534478588219,0.455680880057436,0.00016308817912411255,40,0.4,1.0,1.0
2540972,GS_CAT,0.3355514956828905,0.455680879591409,0.00016308822434800142,40,0.4,1.0,1.0
2570395,GS_CAT,0.33555434715758314,0.4556808791192723,0.00016308827010431335,40,0.4,1.0,1.0
2600159,GS_CAT,0.3355556103723083,0.4556808786409465,0.0001630883163885169,40,0.4,1.0,1.0
2630267,GS_CAT,0.33555384859968374,0.4556808781563381,0.00016308836322047638,40,0.4,1.0,1.0
2660725,GS_CAT,0.33555321306411645,0.4556808776653652,0.00016308841058475763,40,0.4,1.0,1.0
2691534,GS_CAT,0.3355522598998842,0.4556808771679875,0.00016308845847856645,40,0.4,1.0,1.0
2722701,GS_CAT,0.3355540777754511,0.4556808766640038,0.00016308850695562205,40,0.4,1.0,1.0
2754228,GS_CAT,0.3355553304335767,0.4556808761534157,0.00016308855597986922,40,0.4,1.0,1.0
2786121,GS_CAT,0.33555378131343105,0.4556808756360787,0.0001630886055706297,40,0.4,1.0,1.0
2818382,GS_CAT,0.33555464133668256,0.4556808751119167,0.00016308865574091934,40,0.4,1.0,1.0
2851018,GS_CAT,0.33555562927576243,0.4556808745807996,0.00016308870649510976,40,0.4,1.0,1.0
2884031,GS_CAT,0.3355541056195428,0.45568087404266977,0.0001630887578312118,40,0.4,1.0,1.0
2917427,GS_CAT,0.3355533877118663,0.45568087349739034,0.0001630888097675823,40,0.4,1.0,1.0
2951209,GS_CAT,0.3355546707849302,0.455680872944908,0.00016308886228164898,40,0.4,1.0,1.0
2985382,GS_CAT,0.33555488235684783,0.4556808723850486,0.0001630889154327131,40,0.4,1.0,1.0
3019951,GS_CAT,0.33555484402601,0.45568087181775424,0.00016308896918010852,40,0.4,1.0,1.0
3054921,GS_CAT,0.3355540081538521,0.455680871242905,0.00016308902354790071,40,0.4,1.0,1.0
3090295,GS_CAT,0.33555475414462677,0.4556808706603638,0.00016308907856433797,40,0.4,1.0,1.0
3126079,GS_CAT,0.3355549781190433,0.45568087007007047,0.00016308913419658816,40,0.4,1.0,1.0
3162277,GS_CAT,0.33555499310268755,0.4556808694718759,0.00016308919048153015,40,0.4,1.0,1.0
3198895,GS_CAT,0.33555394335453587,0.45568086886562664,0.00016308924743006908,40,0.4,1.0,1.0
3235936,GS_CAT,0.33555292126116804,0.4556808682513053,0.0001630893050143998,40,0.4,1.0,1.0
3273406,GS_CAT,0.33555639898711365,0.45568086762872956,0.00016308936326566784,40,0.4,1.0,1.0
3311311,GS_CAT,0.3355540877812598,0.4556808669977183,0.00016308942222017925,40,0.4,1.0,1.0
3349654,GS_CAT,0.3355555918728569,0.4556808663582189,0.00016308948185736921,40,0.4,1.0,1.0
3388441,GS_CAT,0.33555246616554596,0.455680865710165,0.00016308954214642318,40,0.4,1.0,1.0
3427677,GS_CAT,0.3355540213130604,0.45568086505338545,0.00016308960311916393,40,0.4,1.0,1.0
3467368,GS_CAT,0.33555396849452873,0.45568086438757105,0.00016308966487869891,40,0.4,1.0,1.0
3507518,GS_CAT,0.335556201651872,0.4556808637128655,0.00016308972728970965,40,0.4,1.0,1.0
3548133,GS_CAT,0.3355547192897955,0.455680863029015,0.00016308979041882712,40,0.4,1.0,1.0
3589219,GS_CAT,0.33555696374484006,0.45568086233582755,0.00016308985429959317,40,0.4,1.0,1.0
3630780,GS_CAT,0.33555462869164776,0.45568086163320504,0.00016308991893748925,40,0.4,1.0,1.0
3672823,GS_CAT,0.3355552639735272,0.45568086092105364,0.00016308998429136052,40,0.4,1.0,1.0
3715352,GS_CAT,0.3355526204157338,0.4556808601991487,0.0001630900504333564,40,0.4,1.0,1.0
3758374,GS_CAT,0.3355546157291764,0.4556808594673992,0.00016309011732800748,40,0.4,1.0,1.0
3801893,GS_CAT,0.33555327654623984,0.4556808587256995,0.00016309018497612932,40,0.4,1.0,1.0
3845917,GS_CAT,0.33555463223779475,0.4556808579738201,0.00016309025341216255,40,0.4,1.0,1.0
3890451,GS_CAT,0.3355541616413481,0.45568085721156326,0.00016309032266704563,40,0.4,1.0,1.0
3935500,GS_CAT,0.33555460006923254,0.45568085643887873,0.00016309039271076854,40,0.4,1.0,1.0
3981071,GS_CAT,0.3355515555296961,0.4556808556555333,0.0001630904635774279,40,0.4,1.0,1.0
4027170,GS_CAT,0.3355581450692851,0.45568085486153687,0.0001630905351933526,40,0.4,1.0,1.0
4073802,GS_CAT,0.33555378164528127,0.45568085405646724,0.00016309060770107125,40,0.4,1.0,1.0
4120975,GS_CAT,0.3355536704220947,0.45568085324029156,0.0001630906810292737,40,0.4,1.0,1.0
4168693,GS_CAT,0.33555488644321174,0.45568085241282874,0.00016309075521368788,40,0.4,1.0,1.0
4216965,GS_CAT,0.33555324048644947,0.4556808515738102,0.0001630908302906856,40,0.4,1.0,1.0
4265795,GS_CAT,0.33555453155497084,0.45568085072325737,0.0001630909061848052,40,0.4,1.0,1.0
4315190,GS_CAT,0.3355568529231973,0.45568084986078894,0.0001630909830046732,40,0.4,1.0,1.0
4365158,GS_CAT,0.3355519302042338,0.45568084898644745,0.0001630910606454969,40,0.4,1.0,1.0
4415704,GS_CAT,0.3355552144174676,0.45568084809986453,0.0001630911392098172,40,0.4,1.0,1.0
4466835,GS_CAT,0.33555345385000246,0.45568084720086527,0.00016309121870028838,40,0.4,1.0,1.0
4518559,GS_CAT,0.3355562117746685,0.4556808462892696,0.00016309129911374308,40,0.4,1.0,1.0
4570881,GS_CAT,0.3355541333076398,0.45568084536493014,0.00016309138044858003,40,0.4,1.0,1.0
4623810,GS_CAT,0.335553918540678,0.4556808444275623,0.00016309146274215148,40,0.4,1.0,1.0
4677351,GS_CAT,0.3355541663234196,0.4556808434770966,0.00016309154596190408,40,0.4,1.0,1.0
4731512,GS_CAT,0.3355531584620457,0.45568084251318136,0.00016309163017084842,40,0.4,1.0,1.0
4786300,GS_CAT,0.33555344734486187,0.4556808415357995,0.00016309171530543183,40,0.4,1.0,1.0
4841723,GS_CAT,0.33555442860236445,0.45568084054449864,0.00016309180146783646,40,0.4,1.0,1.0
4897788,GS_CAT,0.33555419237746476,0.45568083953927435,0.00016309188858495554,40,0.4,1.0,1.0
4954501,GS_CAT,0.3355559519228788,0.45568083851968355,0.00016309197676716013,40,0.4,1.0,1.0
5011872,GS_CAT,0.3355534042862047,0.4556808374856792,0.00016309206593551339,40,0.4,1.0,1.0
5069907,GS_CAT,0.3355546278368819,0.4556808364368984,0.0001630921561679932,40,0.4,1.0,1.0
5128613,GS_CAT,0.3355534425229154,0.4556808353732447,0.000163092247427837,40,0.4,1.0,1.0
5188000,GS_CAT,0.3355552354069329,0.45568083429448175,0.0001630923397103131,40,0.4,1.0,1.0
5248074,GS_CAT,0.3355533062938046,0.4556808332002408,0.0001630924330892791,40,0.4,1.0,1.0
5308844,GS_CAT,0.33555721428544233,0.45568083209038857,0.00016309252752912673,40,0.4,1.0,1.0
5370317,GS_CAT,0.335553133495325,0.4556808309646273,0.00016309262306488936,40,0.4,1.0,1.0
5432503,GS_CAT,0.335553031523586,0.45568082982261693,0.0001630927197272587,40,0.4,1.0,1.0
5495408,GS_CAT,0.3355560315882865,0.45568082866416554,0.00016309281751782299,40,0.4,1.0,1.0
5559042,GS_CAT,0.33555352233978414,0.45568082748911676,0.00016309291640398128,40,0.4,1.0,1.0
5623413,GS_CAT,0.3355526229823874,0.455680826297045,0.00016309301645590983,40,0.4,1.0,1.0
5688529,GS_CAT,0.3355559948759548,0.45568082508783103,0.00016309311763227293,40,0.4,1.0,1.0
5754399,GS_CAT,0.3355527162930172,0.4556808238610218,0.00016309322000812587,40,0.4,1.0,1.0
5821032,GS_CAT,0.3355541506867684,0.4556808226163713,0.0001630933235781243,40,0.4,1.0,1.0
5888436,GS_CAT,0.33555357910953165,0.45568082135363763,0.0001630934283469776,40,0.4,1.0,1.0
5956621,GS_CAT,0.3355544933929674,0.45568082007266036,0.00016309353427921557,40,0.4,1.0,1.0
6025595,GS_CAT,0.3355549004015956,0.45568081877288025,0.00016309364147405747,40,0.4,1.0,1.0
6095368,GS_CAT,0.3355549558412353,0.4556808174540306,0.00016309374993773857,40,0.4,1.0,1.0
6165950,GS_CAT,0.3355529916787424,0.4556808161159278,0.00016309385963093198,40,0.4,1.0,1.0
6237348,GS_CAT,0.33555413427502256,0.4556808147583441,0.00016309397055550844,40,0.4,1.0,1.0
6309573,GS_CAT,0.3355548878426711,0.4556808133807575,0.00016309408278093463,40,0.4,1.0,1.0
6382634,GS_CAT,0.3355535978894819,0.4556808119829049,0.00016309419630228527,40,0.4,1.0,1.0
6456542,GS_CAT,0.3355544694176425,0.45568081056435705,0.00016309431115857988,40,0.4,1.0,1.0
6531305,GS_CAT,0.33555699218991736,0.45568080912496417,0.00016309442731656296,40,0.4,1.0,1.0
6606934,GS_CAT,0.3355525842548224,0.45568080766407426,0.00016309454487222486,40,0.4,1.0,1.0
6683439,GS_CAT,0.3355534282347648,0.45568080618148593,0.00016309466379768253,40,0.4,1.0,1.0
6760829,GS_CAT,0.3355567138272119,0.4556808046771653,0.00016309478402305733,40,0.4,1.0,1.0
6839116,GS_CAT,0.3355546611195008,0.45568080315029214,0.00016309490568228307,40,0.4,1.0,1.0
6918309,GS_CAT,0.3355561288908732,0.4556808016008006,0.00016309502871035845,40,0.4,1.0,1.0
6998419,GS_CAT,0.3355547710194914,0.45568080002838307,0.0001630951531062297,40,0.4,1.0,1.0
7079457,GS_CAT,0.33555526250002676,0.4556807984319442,0.00016309527907429553,40,0.4,1.0,1.0
7161434,GS_CAT,0.3355557159270811,0.45568079681190155,0.00016309540640757357,40,0.4,1.0,1.0
7244359,GS_CAT,0.33555360551109553,0.455680795167424,0.00016309553524515645,40,0.4,1.0,1.0
7328245,GS_CAT,0.3355521793733321,0.4556807934981467,0.00016309566558964095,40,0.4,1.0,1.0
7413102,GS_CAT,0.3355532138563436,0.455680791803467,0.00016309579750460878,40,0.4,1.0,1.0
7498942,GS_CAT,0.33555309174101955,0.4556807900835319,0.0001630959308552421,40,0.4,1.0,1.0
7585775,GS_CAT,0.335552257602762,0.4556807883377377,0.00016309606570902164,40,0.4,1.0,1.0
7673614,GS_CAT,0.3355538906850766,0.45568078656516126,0.00016309620220420414,40,0.4,1.0,1.0
7762471,GS_CAT,0.3355564906277783,0.4556807847659446,0.00016309634020323372,40,0.4,1.0,1.0
7852356,GS_CAT,0.3355563640552739,0.4556807829389138,0.00016309647991023178,40,0.4,1.0,1.0
7943282,GS_CAT,0.3355514919608174,0.45568078108448395,0.00016309662112102413,40,0.4,1.0,1.0
8035261,GS_CAT,0.3355533391592785,0.4556807792016965,0.00016309676397325835,40,0.4,1.0,1.0
8128305,GS_CAT,0.33555747808226005,0.45568077728986234,0.00016309690853271442,40,0.4,1.0,1.0
8222426,GS_CAT,0.3355502676619965,0.45568077534886237,0.00016309705473120523,40,0.4,1.0,1.0
8317637,GS_CAT,0.33555554509596874,0.4556807733779566,0.00016309720264092857,40,0.4,1.0,1.0
8413951,GS_CAT,0.33555466035918113,0.455680771376722,0.00016309735225862043,40,0.4,1.0,1.0
8511380,GS_CAT,0.3355515025297128,0.4556807693447295,0.000163097503580778,40,0.4,1.0,1.0
8609937,GS_CAT,0.3355533526905053,0.4556807672812143,0.0001630976566804193,40,0.4,1.0,1.0
8709635,GS_CAT,0.3355549060291788,0.4556807651857363,0.0001630978115616015,40,0.4,1.0,1.0
8810488,GS_CAT,0.3355556266062726,0.45568076305813243,0.00016309796814500954,40,0.4,1.0,1.0
8912509,GS_CAT,0.33555421574503486,0.45568076089697784,0.0001630981266459013,40,0.4,1.0,1.0
9015711,GS_CAT,0.3355545165993461,0.4556807587021202,0.00016309828698673746,40,0.4,1.0,1.0
9120108,GS_CAT,0.33555324461441144,0.4556807564733936,0.00016309844910697148,40,0.4,1.0,1.0
9225714,GS_CAT,0.3355528374616812,0.45568075420963694,0.00016309861313939535,40,0.4,1.0,1.0
9332543,GS_CAT,0.3355543034349356,0.4556807519106688,0.0001630987790158845,40,0.4,1.0,1.0
9440608,GS_CAT,0.33555545823680827,0.45568074957568144,0.00016309894680479475,40,0.4,1.0,1.0
9549925,GS_CAT,0.33555438765881496,0.45568074720375523,0.00016309911657498636,40,0.4,1.0,1.0
9660508,GS_CAT,0.3355550613031649,0.4556807447943759,0.00016309928832541204,40,0.4,1.0,1.0
9772372,GS_CAT,0.33555606416374617,0.4556807423469734,0.00016309946205659426,40,0.4,1.0,1.0
9885530,GS_CAT,0.33555593846843146,0.4556807398610232,0.00016309963776805838,40,0.4,1.0,1.0
10000000,GS_CAT,0.3355540046577304,0.4556807373355605,0.0001630998155284405,40,0.4,1.0,1.0
10115794,GS_CAT,0.33555392949140106,0.4556807347700486,0.00016309999533736433,40,0.4,1.0,1.0
10232929,GS_CAT,0.33555314448381335,0.45568073216350113,0.0001631001772630269,40,0.4,1.0,1.0
10351421,GS_CAT,0.33555526731269275,0.4556807295156912,0.00016310036123728805,40,0.4,1.0,1.0
10471285,GS_CAT,0.33555555480485666,0.4556807268256441,0.00016310054733076617,40,0.4,1.0,1.0
10592537,GS_CAT,0.3355511743629045,0.45568072409197136,0.00016310073567255,40,0.4,1.0,1.0
10715193,GS_CAT,0.33555185529461956,0.4556807213151794,0.00016310092606686144,40,0.4,1.0,1.0
10839269,GS_CAT,0.33555508014131785,0.4556807184934798,0.00016310111871362847,40,0.4,1.0,1.0
10964781,GS_CAT,0.33555348731480694,0.4556807156265945,0.0001631013135405559,40,0.4,1.0,1.0
11091748,GS_CAT,0.33555582374784076,0.45568071271304705,0.00016310151069171726,40,0.4,1.0,1.0
11220184,GS_CAT,0.3355546330221994,0.455680709752561,0.00016310171009504827,40,0.4,1.0,1.0
11350108,GS_CAT,0.3355540618285154,0.45568070674401406,0.00016310191181911904,40,0.4,1.0,1.0
11481536,GS_CAT,0.335553159655192,0.4556807036867093,0.00016310211586342827,40,0.4,1.0,1.0
11614486,GS_CAT,0.3355530179029926,0.45568070057991283,0.00016310232222858587,40,0.4,1.0,1.0
11748975,GS_CAT,0.33555394954381995,0.45568069742204853,0.0001631025310495868,40,0.4,1.0,1.0
11885022,GS_CAT,0.33555425781298553,0.45568069421321117,0.00016310274219260011,40,0.4,1.0,1.0
12022644,GS_CAT,0.3355540219414689,0.45568069095134256,0.0001631029558595676,40,0.4,1.0,1.0
12161860,GS_CAT,0.3355545881856969,0.455680687636512,0.00016310317191439578,40,0.4,1.0,1.0
12302687,GS_CAT,0.3355530221365486,0.4556806842670665,0.00016310339049565963,40,0.4,1.0,1.0
12445146,GS_CAT,0.33555447412833705,0.4556806808421771,0.000163103611598045,40,0.4,1.0,1.0
12589254,GS_CAT,0.3355561121029925,0.45568067736101303,0.00016310383522618878,40,0.4,1.0,1.0
12735030,GS_CAT,0.33555301401424387,0.4556806738213736,0.0001631040615837867,40,0.4,1.0,1.0
12882495,GS_CAT,0.33555348620002723,0.45568067022417724,0.00016310429039719242,40,0.4,1.0,1.0
13031667,GS_CAT,0.3355582549837738,0.45568066656628003,0.00016310452200721872,40,0.4,1.0,1.0
13182567,GS_CAT,0.33555494462477464,0.4556806628495614,0.00016310475600311362,40,0.4,1.0,1.0
13335214,GS_CAT,0.3355554471171353,0.455680659068889,0.00016310499300008774,40,0.4,1.0,1.0
13489628,GS_CAT,0.3355527836893115,0.45568065522517925,0.00016310523272650702,40,0.4,1.0,1.0
13645831,GS_CAT,0.33555544826855876,0.4556806513184373,0.00016310547504310227,40,0.4,1.0,1.0
13803842,GS_CAT,0.33555286597065626,0.4556806473458089,0.0001631057202245212,40,0.4,1.0,1.0
13963683,GS_CAT,0.3355535675150899,0.4556806433062298,0.0001631059682689581,40,0.4,1.0,1.0
14125375,GS_CAT,0.33555275962929465,0.4556806391987176,0.00016310621917762987,40,0.4,1.0,1.0
14288939,GS_CAT,0.33555373670971783,0.455680635023265,0.00016310647281422147,40,0.4,1.0,1.0
14454397,GS_CAT,0.3355540602249094,0.4556806307757421,0.0001631067295874281,40,0.4,1.0,1.0
14621771,GS_CAT,0.33555267076045525,0.4556806264560741,0.00016310698935523976,40,0.4,1.0,1.0
14791083,GS_CAT,0.33555472344970794,0.45568062206422955,0.00016310725199362996,40,0.4,1.0,1.0
14962356,GS_CAT,0.3355543688339847,0.45568061759804773,0.00016310751762460828,40,0.4,1.0,1.0
15135612,GS_CAT,0.335555334757491,0.45568061305422347,0.0001631077865303034,40,0.4,1.0,1.0
15310874,GS_CAT,0.3355558756511762,0.45568060843374614,0.00016310805843367248,40,0.4,1.0,1.0
