time_points,initial_state,qfi_values,m_0_values,m_1_values,N,h,J,tau
2426,GS_PHYS,8.045166327424868e-08,0.4556809176720851,0.00016308427565747953,40,0.4,1.0,1.0
2454,GS_PHYS,8.049757544636008e-08,0.45568091767169394,0.0001630842757010904,40,0.4,1.0,1.0
2483,GS_PHYS,9.813601176156444e-08,0.45568091767129204,0.00016308427574652888,40,0.4,1.0,1.0
2511,GS_PHYS,7.810635660988755e-08,0.4556809176708979,0.00016308427578849808,40,0.4,1.0,1.0
2540,GS_PHYS,8.193559358431716e-08,0.4556809176704927,0.00016308427583463722,40,0.4,1.0,1.0
2570,GS_PHYS,7.955532708094608e-08,0.45568091767007435,0.00016308427588125618,40,0.4,1.0,1.0
2600,GS_PHYS,7.970233984600157e-08,0.4556809176696547,0.0001630842759278911,40,0.4,1.0,1.0
2630,GS_PHYS,9.597567304582997e-08,0.45568091766923596,0.0001630842759748419,40,0.4,1.0,1.0
2660,GS_PHYS,9.582910000809551e-08,0.45568091766881713,0.00016308427602121958,40,0.4,1.0,1.0
2691,GS_PHYS,9.51785467296191e-08,0.45568091766838287,0.00016308427606789855,40,0.4,1.0,1.0
2722,GS_PHYS,9.50829072773608e-08,0.45568091766795044,0.0001630842761175972,40,0.4,1.0,1.0
2754,GS_PHYS,9.470773354703257e-08,0.4556809176675037,0.00016308427616756188,40,0.4,1.0,1.0
2786,GS_PHYS,9.64005746520274e-08,0.45568091766705693,0.0001630842762174109,40,0.4,1.0,1.0
2818,GS_PHYS,9.599142394384519e-08,0.45568091766661,0.00016308427626698894,40,0.4,1.0,1.0
2851,GS_PHYS,7.820142717247879e-08,0.4556809176661515,0.0001630842763178722,40,0.4,1.0,1.0
2884,GS_PHYS,9.092933639169467e-08,0.45568091766568797,0.00016308427637005407,40,0.4,1.0,1.0
2917,GS_PHYS,9.056422706728195e-08,0.45568091766522584,0.00016308427641738564,40,0.4,1.0,1.0
2951,GS_PHYS,9.237039499244516e-08,0.45568091766475344,0.00016308427647418328,40,0.4,1.0,1.0
2985,GS_PHYS,6.23561799011293e-08,0.4556809176642768,0.0001630842765240205,40,0.4,1.0,1.0
3019,GS_PHYS,9.168459251958746e-08,0.45568091766380475,0.00016308427657902232,40,0.4,1.0,1.0
3054,GS_PHYS,8.950491016485048e-08,0.4556809176633137,0.0001630842766342594,40,0.4,1.0,1.0
3090,GS_PHYS,7.867577103899978e-08,0.4556809176628107,0.0001630842766902299,40,0.4,1.0,1.0
3126,GS_PHYS,7.684051970429114e-08,0.45568091766230767,0.00016308427674619521,40,0.4,1.0,1.0
3162,GS_PHYS,7.505959448246843e-08,0.45568091766180474,0.00016308427680234995,40,0.4,1.0,1.0
3198,GS_PHYS,6.124917831344868e-08,0.45568091766130187,0.000163084276858555,40,0.4,1.0,1.0
3235,GS_PHYS,6.689532868547629e-08,0.4556809176607871,0.0001630842769154626,40,0.4,1.0,1.0
3273,GS_PHYS,8.94261176037124e-08,0.4556809176602564,0.00016308427697442964,40,0.4,1.0,1.0
3311,GS_PHYS,1.218807353392023e-07,0.45568091765972574,0.00016308427703414508,40,0.4,1.0,1.0
3349,GS_PHYS,6.397836299527689e-08,0.45568091765919616,0.00016308427709474035,40,0.4,1.0,1.0
3388,GS_PHYS,9.163783965688154e-08,0.455680917658648,0.0001630842771541454,40,0.4,1.0,1.0
3427,GS_PHYS,6.417098536413079e-08,0.45568091765810426,0.00016308427721340723,40,0.4,1.0,1.0
3467,GS_PHYS,9.09067980982009e-08,0.45568091765754576,0.00016308427727411407,40,0.4,1.0,1.0
3507,GS_PHYS,1.144082616934195e-07,0.45568091765698926,0.00016308427734041441,40,0.4,1.0,1.0
3548,GS_PHYS,8.718707333674204e-08,0.45568091765641344,0.00016308427740290878,40,0.4,1.0,1.0
3589,GS_PHYS,1.1307614129281002e-07,0.4556809176558435,0.0001630842774684796,40,0.4,1.0,1.0
3630,GS_PHYS,1.1260214862569162e-07,0.45568091765526814,0.0001630842775303426,40,0.4,1.0,1.0
3672,GS_PHYS,1.118080934826048e-07,0.45568091765468166,0.00016308427759584488,40,0.4,1.0,1.0
3715,GS_PHYS,6.392267780631458e-08,0.45568091765408153,0.00016308427766058563,40,0.4,1.0,1.0
3758,GS_PHYS,8.562633834414146e-08,0.4556809176534803,0.0001630842777297204,40,0.4,1.0,1.0
3801,GS_PHYS,8.533276822507691e-08,0.4556809176528813,0.00016308427779569145,40,0.4,1.0,1.0
3845,GS_PHYS,1.0950934483944535e-07,0.45568091765226526,0.00016308427786311807,40,0.4,1.0,1.0
3890,GS_PHYS,8.48392612168175e-08,0.4556809176516364,0.00016308427793525969,40,0.4,1.0,1.0
3935,GS_PHYS,6.407713933535169e-08,0.45568091765100965,0.00016308427800535412,40,0.4,1.0,1.0
3981,GS_PHYS,1.0776533921016784e-07,0.45568091765036645,0.00016308427807481472,40,0.4,1.0,1.0
4027,GS_PHYS,8.687565081852005e-08,0.4556809176497241,0.00016308427814705901,40,0.4,1.0,1.0
4073,GS_PHYS,8.389191182784511e-08,0.45568091764908036,0.0001630842782177927,40,0.4,1.0,1.0
4120,GS_PHYS,8.366404482068592e-08,0.45568091764842367,0.00016308427829276885,40,0.4,1.0,1.0
4168,GS_PHYS,8.342464440840578e-08,0.45568091764775254,0.0001630842783678266,40,0.4,1.0,1.0
4216,GS_PHYS,8.310516826223011e-08,0.4556809176470827,0.0001630842784423603,40,0.4,1.0,1.0
4265,GS_PHYS,8.291899663550262e-08,0.45568091764639923,0.0001630842785180069,40,0.4,1.0,1.0
4315,GS_PHYS,8.269395555232348e-08,0.45568091764570157,0.00016308427859499443,40,0.4,1.0,1.0
4365,GS_PHYS,1.0334028107866424e-07,0.4556809176450042,0.00016308427867422204,40,0.4,1.0,1.0
4415,GS_PHYS,8.224051435005709e-08,0.45568091764430374,0.00016308427875215138,40,0.4,1.0,1.0
4466,GS_PHYS,8.195992940626193e-08,0.45568091764359026,0.00016308427883151704,40,0.4,1.0,1.0
4518,GS_PHYS,1.0193832027920716e-07,0.45568091764286356,0.0001630842789119985,40,0.4,1.0,1.0
4570,GS_PHYS,9.874564187417761e-08,0.4556809176421376,0.00016308427899331958,40,0.4,1.0,1.0
4623,GS_PHYS,6.393546306376182e-08,0.45568091764139884,0.00016308427907549126,40,0.4,1.0,1.0
4677,GS_PHYS,6.39357021248131e-08,0.4556809176406441,0.00016308427915840418,40,0.4,1.0,1.0
4731,GS_PHYS,8.086270931966886e-08,0.4556809176398895,0.00016308427924208863,40,0.4,1.0,1.0
4786,GS_PHYS,8.076514707646043e-08,0.45568091763912016,0.00016308427932892888,40,0.4,1.0,1.0
4841,GS_PHYS,8.053376836867267e-08,0.45568091763835283,0.0001630842794129693,40,0.4,1.0,1.0
4897,GS_PHYS,6.207039538830132e-08,0.4556809176375715,0.0001630842795011259,40,0.4,1.0,1.0
4954,GS_PHYS,8.014040623912826e-08,0.45568091763677343,0.0001630842795904178,40,0.4,1.0,1.0
5011,GS_PHYS,9.768160350892252e-08,0.4556809176359784,0.00016308427967688736,40,0.4,1.0,1.0
5069,GS_PHYS,7.98065916271515e-08,0.45568091763516766,0.0001630842797678403,40,0.4,1.0,1.0
5128,GS_PHYS,7.74697442732506e-08,0.45568091763434265,0.000163084279861489,40,0.4,1.0,1.0
5188,GS_PHYS,8.141400079778722e-08,0.45568091763350393,0.00016308427995454373,40,0.4,1.0,1.0
5248,GS_PHYS,1.1463685188940263e-07,0.45568091763266605,0.0001630842800477844,40,0.4,1.0,1.0
5308,GS_PHYS,9.564224403740102e-08,0.4556809176318282,0.00016308428014120204,40,0.4,1.0,1.0
5370,GS_PHYS,7.8844447386424e-08,0.4556809176309614,0.00016308428023768129,40,0.4,1.0,1.0
5432,GS_PHYS,8.052195195825775e-08,0.4556809176300957,0.00016308428033463276,40,0.4,1.0,1.0
5495,GS_PHYS,8.037375750181382e-08,0.45568091762921786,0.00016308428043244503,40,0.4,1.0,1.0
5559,GS_PHYS,9.409004424829972e-08,0.4556809176283257,0.0001630842805314517,40,0.4,1.0,1.0
5623,GS_PHYS,9.368114092741702e-08,0.4556809176274282,0.00016308428062904168,40,0.4,1.0,1.0
5688,GS_PHYS,7.615475877319615e-08,0.4556809176265193,0.0001630842807323165,40,0.4,1.0,1.0
5754,GS_PHYS,6.393361419256338e-08,0.45568091762559726,0.00016308428083554593,40,0.4,1.0,1.0
5821,GS_PHYS,9.263064473058639e-08,0.45568091762466184,0.00016308428093816384,40,0.4,1.0,1.0
5888,GS_PHYS,9.033802593265976e-08,0.45568091762372565,0.00016308428104341906,40,0.4,1.0,1.0
5956,GS_PHYS,7.55569247034693e-08,0.45568091762277574,0.00016308428114948314,40,0.4,1.0,1.0
6025,GS_PHYS,9.154653270879918e-08,0.4556809176218123,0.00016308428125666498,40,0.4,1.0,1.0
6095,GS_PHYS,9.111535495486141e-08,0.45568091762083596,0.0001630842813646949,40,0.4,1.0,1.0
6165,GS_PHYS,7.67891202744309e-08,0.4556809176198554,0.00016308428147342456,40,0.4,1.0,1.0
6237,GS_PHYS,7.662446551405635e-08,0.45568091761885016,0.00016308428158581524,40,0.4,1.0,1.0
6309,GS_PHYS,8.837204605630523e-08,0.4556809176178443,0.00016308428169763757,40,0.4,1.0,1.0
6382,GS_PHYS,8.987801343753744e-08,0.4556809176168241,0.00016308428181216437,40,0.4,1.0,1.0
6456,GS_PHYS,6.392978066571972e-08,0.45568091761579066,0.00016308428192757138,40,0.4,1.0,1.0
6531,GS_PHYS,8.916151539156844e-08,0.45568091761474283,0.00016308428204322398,40,0.4,1.0,1.0
6606,GS_PHYS,6.67984670407788e-08,0.4556809176136947,0.00016308428216121746,40,0.4,1.0,1.0
6683,GS_PHYS,8.860962682880855e-08,0.4556809176126192,0.00016308428227932852,40,0.4,1.0,1.0
6760,GS_PHYS,8.824313769199106e-08,0.45568091761154317,0.00016308428240071962,40,0.4,1.0,1.0
6839,GS_PHYS,1.1590950610474292e-07,0.4556809176104399,0.00016308428251966838,40,0.4,1.0,1.0
6918,GS_PHYS,9.088137411306852e-08,0.4556809176093359,0.00016308428264624,40,0.4,1.0,1.0
6998,GS_PHYS,6.399205371284222e-08,0.45568091760821783,0.00016308428277046405,40,0.4,1.0,1.0
7079,GS_PHYS,8.706647765148593e-08,0.4556809176070876,0.00016308428289563275,40,0.4,1.0,1.0
7161,GS_PHYS,8.676723943079399e-08,0.4556809176059399,0.00016308428302061196,40,0.4,1.0,1.0
7244,GS_PHYS,6.656706487618623e-08,0.45568091760478124,0.0001630842831534779,40,0.4,1.0,1.0
7328,GS_PHYS,6.395470585511868e-08,0.4556809176036071,0.00016308428328444443,40,0.4,1.0,1.0
7413,GS_PHYS,6.396200012040674e-08,0.4556809176024214,0.0001630842834151734,40,0.4,1.0,1.0
7498,GS_PHYS,8.57047833742952e-08,0.4556809176012327,0.00016308428354868087,40,0.4,1.0,1.0
7585,GS_PHYS,6.397897077548318e-08,0.4556809176000166,0.00016308428368317813,40,0.4,1.0,1.0
7673,GS_PHYS,8.515513247521275e-08,0.45568091759878826,0.00016308428381930917,40,0.4,1.0,1.0
7762,GS_PHYS,8.489641112932941e-08,0.455680917597544,0.00016308428395969687,40,0.4,1.0,1.0
7852,GS_PHYS,8.464384010962766e-08,0.4556809175962867,0.00016308428409953543,40,0.4,1.0,1.0
7943,GS_PHYS,1.0776491868611938e-07,0.4556809175950186,0.0001630842842425749,40,0.4,1.0,1.0
8035,GS_PHYS,8.416825496581931e-08,0.4556809175937298,0.00016308428438170097,40,0.4,1.0,1.0
8128,GS_PHYS,8.39098258502585e-08,0.45568091759243046,0.0001630842845288749,40,0.4,1.0,1.0
8222,GS_PHYS,8.369452961892891e-08,0.4556809175911166,0.00016308428467498213,40,0.4,1.0,1.0
8317,GS_PHYS,8.339418666652469e-08,0.4556809175897888,0.00016308428482050412,40,0.4,1.0,1.0
8413,GS_PHYS,6.392858196996847e-08,0.45568091758844853,0.00016308428497081585,40,0.4,1.0,1.0
8511,GS_PHYS,8.295486867698399e-08,0.45568091758708135,0.00016308428512501333,40,0.4,1.0,1.0
8609,GS_PHYS,1.0396378093433491e-07,0.45568091758571105,0.00016308428527676288,40,0.4,1.0,1.0
8709,GS_PHYS,8.498909064541535e-08,0.45568091758431184,0.00016308428543030661,40,0.4,1.0,1.0
8810,GS_PHYS,8.226756751992329e-08,0.45568091758290075,0.00016308428559033138,40,0.4,1.0,1.0
8912,GS_PHYS,6.609830693898381e-08,0.45568091758147594,0.00016308428574842647,40,0.4,1.0,1.0
9015,GS_PHYS,8.181733783348073e-08,0.45568091758003676,0.00016308428590760122,40,0.4,1.0,1.0
9120,GS_PHYS,1.0147522825365912e-07,0.4556809175785694,0.0001630842860722001,40,0.4,1.0,1.0
9225,GS_PHYS,8.139199581820447e-08,0.45568091757710266,0.00016308428623495395,40,0.4,1.0,1.0
9332,GS_PHYS,1.0307321577435421e-07,0.45568091757560686,0.0001630842864022919,40,0.4,1.0,1.0
9440,GS_PHYS,1.0004089045622198e-07,0.45568091757409795,0.0001630842865704375,40,0.4,1.0,1.0
9549,GS_PHYS,9.960442165677496e-08,0.4556809175725761,0.00016308428673823193,40,0.4,1.0,1.0
9660,GS_PHYS,8.278239275090999e-08,0.45568091757102425,0.00016308428691226285,40,0.4,1.0,1.0
9772,GS_PHYS,9.869763141264522e-08,0.45568091756945883,0.000163084287086894,40,0.4,1.0,1.0
9885,GS_PHYS,6.207974954357729e-08,0.4556809175678807,0.00016308428726009936,40,0.4,1.0,1.0
10000,GS_PHYS,8.210870032310485e-08,0.45568091756627327,0.000163084287441502,40,0.4,1.0,1.0
10115,GS_PHYS,7.980762781213538e-08,0.455680917564668,0.00016308428762075168,40,0.4,1.0,1.0
10232,GS_PHYS,7.755053539953951e-08,0.45568091756303153,0.00016308428780237446,40,0.4,1.0,1.0
10351,GS_PHYS,7.941255189753072e-08,0.45568091756136686,0.00016308428798461703,40,0.4,1.0,1.0
10471,GS_PHYS,8.121277406200193e-08,0.4556809175596938,0.0001630842881748262,40,0.4,1.0,1.0
10592,GS_PHYS,9.573606247163328e-08,0.45568091755800016,0.00016308428836279352,40,0.4,1.0,1.0
10715,GS_PHYS,7.692384774577791e-08,0.45568091755628287,0.00016308428855212783,40,0.4,1.0,1.0
10839,GS_PHYS,7.674906562929269e-08,0.4556809175545512,0.00016308428874703962,40,0.4,1.0,1.0
10964,GS_PHYS,8.04178729966331e-08,0.45568091755280166,0.00016308428894150627,40,0.4,1.0,1.0
11091,GS_PHYS,9.416801712516897e-08,0.4556809175510277,0.00016308428913702663,40,0.4,1.0,1.0
11220,GS_PHYS,9.177034442359117e-08,0.45568091754922513,0.00016308428933962948,40,0.4,1.0,1.0
11350,GS_PHYS,7.799889393634171e-08,0.45568091754740775,0.0001630842895418108,40,0.4,1.0,1.0
11481,GS_PHYS,7.781780877233783e-08,0.4556809175455805,0.00016308428974455002,40,0.4,1.0,1.0
11614,GS_PHYS,9.2695156939706e-08,0.45568091754371887,0.00016308428995245733,40,0.4,1.0,1.0
11748,GS_PHYS,9.232959378630553e-08,0.4556809175418458,0.00016308429016135688,40,0.4,1.0,1.0
11885,GS_PHYS,9.38892088955444e-08,0.4556809175399305,0.00016308429037020233,40,0.4,1.0,1.0
12022,GS_PHYS,7.718164243719854e-08,0.45568091753801704,0.0001630842905872093,40,0.4,1.0,1.0
12161,GS_PHYS,7.532150774536464e-08,0.45568091753607537,0.0001630842908025093,40,0.4,1.0,1.0
12302,GS_PHYS,8.91331045691937e-08,0.45568091753410334,0.00016308429102306898,40,0.4,1.0,1.0
12445,GS_PHYS,7.671752859747207e-08,0.45568091753210727,0.0001630842912449304,40,0.4,1.0,1.0
12589,GS_PHYS,7.656534038696432e-08,0.455680917530095,0.00016308429146949687,40,0.4,1.0,1.0
12735,GS_PHYS,9.350131757469912e-08,0.45568091752805506,0.00016308429169842044,40,0.4,1.0,1.0
12882,GS_PHYS,9.313655016096562e-08,0.4556809175259975,0.00016308429192562758,40,0.4,1.0,1.0
13031,GS_PHYS,6.399623357892638e-08,0.4556809175239174,0.00016308429215716735,40,0.4,1.0,1.0
13182,GS_PHYS,8.901627877212467e-08,0.45568091752180495,0.00016308429239200918,40,0.4,1.0,1.0
13335,GS_PHYS,6.398885352143201e-08,0.45568091751966877,0.00016308429262873922,40,0.4,1.0,1.0
13489,GS_PHYS,6.681894981090888e-08,0.4556809175175176,0.00016308429286966954,40,0.4,1.0,1.0
13645,GS_PHYS,9.136994800032891e-08,0.45568091751533596,0.00016308429311224227,40,0.4,1.0,1.0
13803,GS_PHYS,6.399812492494326e-08,0.455680917513127,0.0001630842933574135,40,0.4,1.0,1.0
13963,GS_PHYS,6.401636887318503e-08,0.4556809175108888,0.00016308429360420567,40,0.4,1.0,1.0
14125,GS_PHYS,8.720441508885044e-08,0.4556809175086241,0.0001630842938577487,40,0.4,1.0,1.0
14288,GS_PHYS,6.402158390960257e-08,0.4556809175063468,0.00016308429411297925,40,0.4,1.0,1.0
14454,GS_PHYS,6.400930272776243e-08,0.45568091750402695,0.00016308429437178473,40,0.4,1.0,1.0
14621,GS_PHYS,6.401684093751825e-08,0.4556809175016938,0.00016308429463054858,40,0.4,1.0,1.0
14791,GS_PHYS,8.609692146990596e-08,0.455680917499316,0.00016308429489310383,40,0.4,1.0,1.0
14962,GS_PHYS,8.582453479065441e-08,0.45568091749692635,0.00016308429516189994,40,0.4,1.0,1.0
15135,GS_PHYS,6.403916523824216e-08,0.4556809174945089,0.00016308429542894587,40,0.4,1.0,1.0
15310,GS_PHYS,8.529726408687284e-08,0.4556809174920625,0.0001630842957032301,40,0.4,1.0,1.0
15488,GS_PHYS,8.225869265096879e-08,0.4556809174895742,0.00016308429598030724,40,0.4,1.0,1.0
15667,GS_PHYS,1.0851358364510341e-07,0.45568091748707606,0.0001630842962601242,40,0.4,1.0,1.0
15848,GS_PHYS,8.454014684844895e-08,0.45568091748454176,0.0001630842965400156,40,0.4,1.0,1.0
16032,GS_PHYS,8.428081997777328e-08,0.4556809174819699,0.00016308429682687086,40,0.4,1.0,1.0
16218,GS_PHYS,8.403457563342231e-08,0.45568091747936973,0.00016308429711603956,40,0.4,1.0,1.0
16405,GS_PHYS,8.378671443359626e-08,0.455680917476755,0.00016308429740374448,40,0.4,1.0,1.0
16595,GS_PHYS,1.0573676367079736e-07,0.455680917474099,0.00016308429769904264,40,0.4,1.0,1.0
16788,GS_PHYS,6.404124549075221e-08,0.4556809174714023,0.00016308429800266367,40,0.4,1.0,1.0
16982,GS_PHYS,8.309109716477768e-08,0.4556809174686901,0.00016308429830425852,40,0.4,1.0,1.0
17179,GS_PHYS,1.013730933931613e-07,0.4556809174659374,0.00016308429861071702,40,0.4,1.0,1.0
17378,GS_PHYS,6.404627603315104e-08,0.4556809174631546,0.0001630842989209401,40,0.4,1.0,1.0
17579,GS_PHYS,8.239913718296198e-08,0.45568091746034317,0.00016308429922875373,40,0.4,1.0,1.0
17782,GS_PHYS,1.0263140093174307e-07,0.4556809174575064,0.00016308429954946607,40,0.4,1.0,1.0
17988,GS_PHYS,8.197307893927116e-08,0.4556809174546263,0.00016308429986952797,40,0.4,1.0,1.0
18197,GS_PHYS,8.174156893886021e-08,0.4556809174517059,0.00016308430019466787,40,0.4,1.0,1.0
18407,GS_PHYS,8.154044001190167e-08,0.4556809174487708,0.0001630843005226701,40,0.4,1.0,1.0
18620,GS_PHYS,7.906332421122983e-08,0.45568091744579126,0.00016308430085308113,40,0.4,1.0,1.0
18836,GS_PHYS,6.407026438108839e-08,0.45568091744277084,0.00016308430118883738,40,0.4,1.0,1.0
19054,GS_PHYS,6.407222498389321e-08,0.4556809174397235,0.00016308430152803255,40,0.4,1.0,1.0
19275,GS_PHYS,6.406836441272268e-08,0.45568091743663447,0.00016308430186973838,40,0.4,1.0,1.0
19498,GS_PHYS,9.889380892999393e-08,0.45568091743351574,0.00016308430221909505,40,0.4,1.0,1.0
19724,GS_PHYS,9.845210496614758e-08,0.4556809174303555,0.0001630843025707449,40,0.4,1.0,1.0
19952,GS_PHYS,9.801758029801868e-08,0.45568091742716826,0.00016308430292509833,40,0.4,1.0,1.0
20183,GS_PHYS,9.758278370471319e-08,0.45568091742394107,0.0001630843032854157,40,0.4,1.0,1.0
20417,GS_PHYS,7.974160382055135e-08,0.45568091742067063,0.00016308430365036958,40,0.4,1.0,1.0
20653,GS_PHYS,7.956168059812972e-08,0.4556809174173669,0.00016308430401362206,40,0.4,1.0,1.0
20892,GS_PHYS,7.93733935925491e-08,0.4556809174140251,0.00016308430438816552,40,0.4,1.0,1.0
21134,GS_PHYS,7.722883243561647e-08,0.45568091741064076,0.0001630843047644312,40,0.4,1.0,1.0
21379,GS_PHYS,9.553513070055472e-08,0.455680917407214,0.0001630843051427633,40,0.4,1.0,1.0
21627,GS_PHYS,7.883787600335155e-08,0.45568091740375094,0.00016308430553216015,40,0.4,1.0,1.0
21877,GS_PHYS,7.86555343856678e-08,0.45568091740025274,0.00016308430591887996,40,0.4,1.0,1.0
22130,GS_PHYS,7.849061549075369e-08,0.4556809173967141,0.00016308430631442882,40,0.4,1.0,1.0
22387,GS_PHYS,8.018970655743018e-08,0.4556809173931214,0.00016308430671318623,40,0.4,1.0,1.0
22646,GS_PHYS,8.000035610900287e-08,0.4556809173894991,0.00016308430711716934,40,0.4,1.0,1.0
22908,GS_PHYS,7.618838402342304e-08,0.45568091738583494,0.0001630843075244144,40,0.4,1.0,1.0
23173,GS_PHYS,9.094516627311931e-08,0.45568091738213,0.00016308430793483957,40,0.4,1.0,1.0
23442,GS_PHYS,9.254235122842483e-08,0.455680917378367,0.00016308430835547126,40,0.4,1.0,1.0
23713,GS_PHYS,9.219023371690332e-08,0.45568091737457783,0.00016308430877507717,40,0.4,1.0,1.0
23988,GS_PHYS,9.183865491391965e-08,0.4556809173707318,0.00016308430920494808,40,0.4,1.0,1.0
24266,GS_PHYS,9.149596414336593e-08,0.45568091736684346,0.00016308430963768715,40,0.4,1.0,1.0
24547,GS_PHYS,7.873730904296594e-08,0.4556809173629143,0.00016308431007218475,40,0.4,1.0,1.0
24831,GS_PHYS,9.264532421747971e-08,0.4556809173589441,0.0001630843105177504,40,0.4,1.0,1.0
25118,GS_PHYS,7.6736867842636e-08,0.455680917354928,0.000163084310963299,40,0.4,1.0,1.0
25409,GS_PHYS,6.414565752332913e-08,0.4556809173508608,0.0001630843114157815,40,0.4,1.0,1.0
25703,GS_PHYS,8.985228756902035e-08,0.45568091734674754,0.00016308431187205143,40,0.4,1.0,1.0
26001,GS_PHYS,1.2325885437561417e-07,0.4556809173425789,0.0001630843123367587,40,0.4,1.0,1.0
26302,GS_PHYS,8.587542959430206e-08,0.4556809173383679,0.00016308431280539077,40,0.4,1.0,1.0
26607,GS_PHYS,6.41552629693271e-08,0.4556809173341033,0.00016308431327966417,40,0.4,1.0,1.0
26915,GS_PHYS,8.861642006928788e-08,0.4556809173297962,0.0001630843137574352,40,0.4,1.0,1.0
27227,GS_PHYS,8.831192390943053e-08,0.45568091732543275,0.00016308431424431614,40,0.4,1.0,1.0
27542,GS_PHYS,8.802102657159727e-08,0.4556809173210244,0.00016308431473425027,40,0.4,1.0,1.0
27861,GS_PHYS,8.459188032191e-08,0.4556809173165641,0.00016308431522959517,40,0.4,1.0,1.0
28183,GS_PHYS,8.434637495354743e-08,0.45568091731205984,0.00016308431573108518,40,0.4,1.0,1.0
28510,GS_PHYS,6.418434318893883e-08,0.45568091730748306,0.00016308431624091206,40,0.4,1.0,1.0
28840,GS_PHYS,6.418699422382058e-08,0.4556809173028671,0.00016308431675424027,40,0.4,1.0,1.0
29174,GS_PHYS,1.1246369353043778e-07,0.4556809172981951,0.00016308431727372758,40,0.4,1.0,1.0
29512,GS_PHYS,8.633382090151176e-08,0.45568091729346605,0.00016308431779964708,40,0.4,1.0,1.0
29853,GS_PHYS,8.606585334109182e-08,0.45568091728869853,0.0001630843183298634,40,0.4,1.0,1.0
30199,GS_PHYS,8.580014167815654e-08,0.4556809172838566,0.00016308431886882108,40,0.4,1.0,1.0
30549,GS_PHYS,8.554179956743634e-08,0.4556809172789581,0.00016308431941092287,40,0.4,1.0,1.0
30902,GS_PHYS,8.24925979274294e-08,0.4556809172740207,0.000163084319962159,40,0.4,1.0,1.0
31260,GS_PHYS,1.0883800331411743e-07,0.45568091726901183,0.0001630843205190872,40,0.4,1.0,1.0
31622,GS_PHYS,8.477814902521303e-08,0.4556809172639472,0.00016308432108241844,40,0.4,1.0,1.0
31988,GS_PHYS,8.453201447208173e-08,0.45568091725882576,0.00016308432165203788,40,0.4,1.0,1.0
32359,GS_PHYS,1.0714171916456501e-07,0.4556809172536365,0.00016308432222875597,40,0.4,1.0,1.0
32734,GS_PHYS,8.404326575205088e-08,0.45568091724838855,0.00016308432281250985,40,0.4,1.0,1.0
33113,GS_PHYS,8.380415446768748e-08,0.45568091724308707,0.00016308432340102208,40,0.4,1.0,1.0
33496,GS_PHYS,8.357184973098232e-08,0.4556809172377262,0.0001630843239984664,40,0.4,1.0,1.0
33884,GS_PHYS,1.0498773067106618e-07,0.45568091723229676,0.00016308432460171527,40,0.4,1.0,1.0
34276,GS_PHYS,6.425476918257296e-08,0.45568091722681164,0.00016308432521206507,40,0.4,1.0,1.0
34673,GS_PHYS,8.288851056998471e-08,0.4556809172212585,0.0001630843258298431,40,0.4,1.0,1.0
35075,GS_PHYS,8.266144428509983e-08,0.455680917215631,0.00016308432645320325,40,0.4,1.0,1.0
35481,GS_PHYS,6.427039984870803e-08,0.45568091720995085,0.0001630843270860466,40,0.4,1.0,1.0
35892,GS_PHYS,8.223222574235181e-08,0.4556809172041971,0.0001630843277259597,40,0.4,1.0,1.0
36307,GS_PHYS,8.20199686255755e-08,0.4556809171983911,0.0001630843283714517,40,0.4,1.0,1.0
36728,GS_PHYS,1.0150255539237387e-07,0.4556809171924979,0.0001630843290268996,40,0.4,1.0,1.0
37153,GS_PHYS,8.160017637513496e-08,0.4556809171865524,0.00016308432968970923,40,0.4,1.0,1.0
37583,GS_PHYS,1.0056878497209968e-07,0.45568091718053083,0.00016308433035387427,40,0.4,1.0,1.0
38018,GS_PHYS,1.001143803143509e-07,0.45568091717444253,0.00016308433103382974,40,0.4,1.0,1.0
38459,GS_PHYS,8.099594703260011e-08,0.4556809171682719,0.00016308433172054494,40,0.4,1.0,1.0
38904,GS_PHYS,8.079693140756533e-08,0.4556809171620423,0.00016308433241213338,40,0.4,1.0,1.0
39355,GS_PHYS,6.624084112974019e-08,0.4556809171557302,0.00016308433311199716,40,0.4,1.0,1.0
39810,GS_PHYS,8.04123731304016e-08,0.45568091714936027,0.00016308433382170723,40,0.4,1.0,1.0
40271,GS_PHYS,8.232527272731233e-08,0.45568091714290737,0.0001630843345376165,40,0.4,1.0,1.0
40738,GS_PHYS,9.750298728916098e-08,0.4556809171363693,0.0001630843352657646,40,0.4,1.0,1.0
41209,GS_PHYS,9.935777187622692e-08,0.4556809171297765,0.0001630843359957973,40,0.4,1.0,1.0
41686,GS_PHYS,7.967182036154743e-08,0.45568091712309855,0.00016308433674071948,40,0.4,1.0,1.0
42169,GS_PHYS,9.628004825387554e-08,0.4556809171163386,0.00016308433749179007,40,0.4,1.0,1.0
42657,GS_PHYS,7.736366200280648e-08,0.4556809171095063,0.0001630843382520064,40,0.4,1.0,1.0
43151,GS_PHYS,9.548925789840458e-08,0.4556809171025923,0.00016308433902035291,40,0.4,1.0,1.0
43651,GS_PHYS,7.896967036374674e-08,0.45568091709558906,0.00016308433979741812,40,0.4,1.0,1.0
44157,GS_PHYS,8.070235742851873e-08,0.4556809170885042,0.00016308434058296596,40,0.4,1.0,1.0
