time,m_x,m_y,m_z,qfi
1,0.15546384289432566,-7.367553131976397e-52,1.0494191281183522e-38,328.31144667845786
2,0.1554638428943257,1.2425044984903473e-52,-1.049419128118035e-38,1310.614825701034
3,0.15546384289432566,-3.122277002755437e-53,1.0494191281181773e-38,2945.5967148966033
4,0.15546384289432566,4.000095917724709e-52,-1.0494191281176752e-38,5236.532776119391
5,0.1554638428943257,-1.0460569716285876e-51,1.0494191281180173e-38,8183.114062417071
6,0.15546384289432566,-2.2122180517123614e-52,-1.0494191281174536e-38,11782.214940508506
7,0.15546384289432566,-6.95366145775008e-52,1.0494191281173941e-38,16035.698918743128
8,0.15546384289432566,5.608128922492096e-52,-1.0494191281171512e-38,20945.767794412484
9,0.1554638428943257,-2.3449635302348605e-53,1.0494191281172522e-38,26509.457682022334
10,0.15546384289432566,-1.610842944894774e-52,-1.0494191281168688e-38,32726.04832032173
11,0.15546384289432566,-6.3610174540891e-52,1.0494191281170609e-38,39598.85252255238
13,0.15546384289432566,-1.1158748491917413e-52,1.049419128117176e-38,55307.48401044334
15,0.1554638428943257,-6.674019110672579e-52,1.0494191281160846e-38,73634.57875605773
17,0.15546384289432566,-3.857537347193545e-52,1.049419128115943e-38,94577.89108127529
20,0.15546384289432566,-1.9440511965402323e-52,-1.049419128115477e-38,130904.1245947367
23,0.1554638428943257,1.3007046869560501e-52,1.0494191281154027e-38,173121.18320544713
26,0.1554638428943257,1.873334415857924e-52,-1.0494191281146541e-38,221228.64411647466
30,0.15546384289432566,-2.4333475183818086e-52,-1.0494191281140402e-38,294534.0738397594
34,0.15546384289432566,-3.7793605835896626e-52,-1.0494191281134587e-38,378311.5426092916
40,0.1554638428943257,1.1460841113708554e-52,-1.0494191281125924e-38,523615.6908096415
46,0.1554638428943257,5.541410970746928e-52,-1.0494191281118112e-38,692481.0263041193
52,0.15546384289432566,1.146918853310429e-52,-1.0494191281108577e-38,884908.0437450629
60,0.1554638428943257,6.332797303751644e-52,-1.0494191281098372e-38,1178133.394615898
69,0.15546384289432566,-6.11809473882541e-53,1.049419128108492e-38,1558079.405309988
80,0.15546384289432566,5.2001370051973765e-52,-1.0494191281069369e-38,2094457.2418874032
92,0.15546384289432566,-1.2444015856178073e-52,-1.0494191281052953e-38,2769920.145129568
105,0.1554638428943257,-5.085236478026782e-52,1.0494191281035077e-38,3608030.5037693204
121,0.15546384289432566,-3.2300736522060803e-52,1.0494191281009916e-38,4791397.005596331
139,0.15546384289432566,-3.1819821913034134e-52,1.0494191280987051e-38,6322969.457271085
160,0.1554638428943257,4.726929809246613e-52,-1.0494191280955253e-38,8377828.175788908
184,0.1554638428943257,4.5070338643926006e-52,-1.049419128092181e-38,11079677.123880664
212,0.1554638428943257,3.3889287058930046e-52,-1.0494191280882437e-38,14708323.603814129
243,0.1554638428943257,-1.795697614125925e-52,1.0494191280838642e-38,19324309.727681383
280,0.15546384289432566,5.04226512276759e-52,-1.0494191280784904e-38,25657094.704377998
321,0.15546384289432566,-2.15289626999228e-52,1.0494191280728248e-38,33721079.67936258
369,0.15546384289432566,-3.8732982042392105e-52,1.0494191280661031e-38,44559892.80150408
424,0.15546384289432566,-1.9288248430544914e-52,-1.0494191280579773e-38,58833287.74561587
488,0.1554638428943257,3.347832166784638e-52,-1.0494191280489598e-38,77934734.17354722
560,0.1554638428943257,5.7191924429221135e-52,-1.0494191280387205e-38,102628378.0665703
644,0.15546384289432566,-2.8621861695102114e-52,-1.0494191280267417e-38,135726028.8490846
740,0.1554638428943257,1.0497311817962257e-53,-1.0494191280131248e-38,179206949.92359406
850,0.1554638428943257,2.2948107808090787e-52,-1.0494191279974619e-38,236444523.59100848
977,0.15546384289432566,-1.139787564672421e-51,1.0494191279794843e-38,312378067.6933573
1122,0.1554638428943257,5.665290118533364e-52,-1.0494191279588271e-38,411980936.37256557
1289,0.15546384289432566,4.391269800712659e-52,1.0494191279354647e-38,543747458.7354469
1482,0.15546384289432566,-3.5646284307299266e-52,-1.0494191279076308e-38,718766475.7236109
1702,0.1554638428943257,8.85946147188542e-53,-1.0494191278762998e-38,948004758.5112232
1956,0.15546384289432566,5.428438793855007e-52,-1.0494191278402528e-38,1252071430.926417
2247,0.1554638428943257,-3.9026627442082856e-52,1.049419127798997e-38,1652332899.9650745
2582,0.15546384289432566,-2.270934193828209e-52,-1.0494191277512879e-38,2181744456.0714884
2967,0.1554638428943257,1.9498459941625446e-52,1.0494191276971327e-38,2880888818.000056
3409,0.1554638428943257,-1.619436355477379e-52,1.0494191276340728e-38,3803167101.991166
