time,m_x,m_y,m_z,qfi
1,0.27421346346233244,4.29694223640651e-52,1.1335244374587535e-48,65.15603850879631
2,0.27421346346233244,8.499308074487315e-53,-1.1342285559347597e-48,257.28319025011507
3,0.27421346346233244,-1.1586930720001157e-52,1.1334961160492895e-48,572.9467310748402
4,0.27421346346233244,7.711838145622966e-53,-1.1356374318551642e-48,1015.1152021797526
5,0.27421346346233244,8.619002500491939e-52,1.1351609647579537e-48,1587.5397749628607
6,0.27421346346233244,5.321855992313262e-53,-1.1360057106714265e-48,2287.349040728793
7,0.27421346346233244,-1.959618899696048e-52,1.1379869613046971e-48,3110.704363955002
8,0.27421346346233244,1.0028932809418756e-52,-1.1369007166754088e-48,4060.054159187446
9,0.27421346346233244,1.4188185615554717e-51,1.1345101688412058e-48,5139.492838436695
10,0.27421346346233244,-4.602448456629338e-53,-1.1369146122383078e-48,6346.669034406171
10,0.27421346346233244,-4.602448456629338e-53,-1.1369146122383078e-48,6346.669034406171
10,0.27421346346233244,-4.602448456629338e-53,-1.1369146122383078e-48,6346.669034406171
11,0.27421346346233244,-1.0180274915156135e-52,1.1361849646025111e-48,7677.4093508060305
11,0.27421346346233244,-1.0180274915156135e-52,1.1361849646025111e-48,7677.4093508060305
11,0.27421346346233244,-1.0180274915156135e-52,1.1361849646025111e-48,7677.4093508060305
12,0.27421346346233244,2.9858877965708716e-53,-1.137888393452616e-48,9133.597356075481
12,0.27421346346233244,2.9858877965708716e-53,-1.137888393452616e-48,9133.597356075481
13,0.27421346346233244,1.723291708015649e-51,1.1364276527161748e-48,10719.597579019792
13,0.27421346346233244,1.723291708015649e-51,1.1364276527161748e-48,10719.597579019792
14,0.27421346346233244,-1.6843247609119543e-52,-1.1375381783271054e-48,12433.619706135632
14,0.27421346346233244,-1.6843247609119543e-52,-1.1375381783271054e-48,12433.619706135632
15,0.27421346346233244,5.296261386571309e-52,1.1379963872174358e-48,14271.230325258764
15,0.27421346346233244,5.296261386571309e-52,1.1379963872174358e-48,14271.230325258764
16,0.27421346346233244,9.666965307007984e-53,-1.1385463763202533e-48,16233.713151802629
16,0.27421346346233244,9.666965307007984e-53,-1.1385463763202533e-48,16233.713151802629
17,0.27421346346233244,1.3685119491535665e-51,1.1391302518473931e-48,18325.624644698906
18,0.27421346346233244,-2.1652664635027505e-52,-1.137879154878832e-48,20545.766503531355
18,0.27421346346233244,-2.1652664635027505e-52,-1.137879154878832e-48,20545.766503531355
19,0.27421346346233244,7.409983643036761e-52,1.1363910532275336e-48,22889.52462602594
20,0.27421346346233244,3.0100114321590985e-53,-1.1383263281945583e-48,25357.55832443178
20,0.27421346346233244,3.0100114321590985e-53,-1.1383263281945583e-48,25357.55832443178
21,0.27421346346233244,8.75947286908545e-52,1.136180736700247e-48,27954.53389191104
22,0.27421346346233244,-4.543132675802973e-52,-1.1377784408680027e-48,30679.86509351346
23,0.27421346346233244,8.234931538162118e-52,1.1377676584760419e-48,33528.839619737075
23,0.27421346346233244,8.234931538162118e-52,1.1377676584760419e-48,33528.839619737075
24,0.27421346346233244,5.403003089082482e-53,-1.137939922034275e-48,36501.47903813971
25,0.27421346346233244,1.8731164196021264e-51,1.1371821606966615e-48,39602.475177665554
26,0.27421346346233244,-5.385443551350285e-52,-1.136742036380636e-48,42831.86254262462
27,0.27421346346233244,8.42749737022235e-52,1.1343994073710703e-48,46184.914441067915
28,0.27421346346233244,-1.3553661823987666e-52,-1.1369559539577949e-48,49661.01266205177
29,0.27421346346233244,8.667869890300598e-52,1.1291533767767593e-48,53264.78979363877
30,0.27421346346233244,-7.287554458266873e-52,-1.1361531811494658e-48,56996.89854103579
31,0.27421346346233244,9.968022246405634e-52,1.1373435589046318e-48,60852.68152302114
32,0.27421346346233244,-1.2747595591260932e-52,-1.1354327220030269e-48,64830.88977515616
33,0.27421346346233244,1.319103519238393e-51,1.1345382510976625e-48,68936.01264271296
34,0.27421346346233244,-8.031707960827882e-52,-1.1345517697058396e-48,73169.30741390579
36,0.27421346346233244,-3.825742732461355e-52,-1.1336779341030519e-48,82005.03599814071
