time,m_x,m_y,m_z,qfi,qfi_raw
1,0.052647946651780214,2.7754445971673362e-18,-0.4972200084928424,0.00015676042648893944,0.062704170595575780493663122797004297969727114095619
2,0.052647946651780214,1.7245796958908616e-18,0.4972200084928424,5.399886904807873e-05,0.086398190476925975288833769620596299841724232113749
3,0.05264794665178022,-1.7052181109763028e-18,-0.4972200084928424,2.494302713278625e-06,0.0089794897678030511490659027794907120267239722287113
4,0.052647946651780214,-2.7875022747434844e-18,0.4972200084928424,5.220653170111368e-06,0.033412180288712756814075005658661266400606677433187
5,0.052647946651780214,-3.073201678893376e-20,-0.4972200084928424,9.564077886857662e-06,0.095640778868576630804261115955120573305110777497719
6,0.052647946651780214,2.766058236193204e-18,0.4972200084928424,2.2585535601286964e-06,0.032523171265853226528386501897990232838279836139147
7,0.05264794665178022,1.7490977450832435e-18,-0.4972200084928424,4.859306610959203e-07,0.009524240957480037905000058203840627013525196787071
8,0.052647946651780214,-1.6789204130439063e-18,0.4972200084928424,3.3969951487287554e-06,0.086963075807456135133016901640566122490457887746857
9,0.052647946651780214,-2.7922701833075193e-18,-0.4972200084928424,1.9070875732429136e-06,0.061789637373070405155559747904836368879209501299605
10,0.05264794665178022,-5.548385984023682e-20,0.4972200084928424,5.734343587302708e-10,0.000022937374349210831143544018385384158376289195691002
11,0.052647946651780214,2.760267902950821e-18,-0.4972200084928424,1.3138033660776667e-06,0.063588082918159073863901901597855722700195567172745
12,0.052647946651780214,1.774533165731209e-18,0.4972200084928424,1.4902129090602457e-06,0.085836263561870156503653075494889468151559715066256
13,0.05264794665178022,-1.6543660674478095e-18,-0.4972200084928424,1.2488200079416136e-07,0.0084420232536853080913649444372765830347614867666767
14,0.052647946651780214,-2.8013400807486828e-18,0.4972200084928424,4.375391009834803e-07,0.034303065517104859170161201995727183055045351470426
15,0.052647946651780214,-8.661825887262696e-20,-0.4972200084928424,1.0626311149088583e-06,0.095636800341797255579112229751201271680635799207896
16,0.052647946651780214,2.7471488641236916e-18,0.4972200084928424,3.0876247548590045e-07,0.031617277489756204225636214490209060427590380875068
17,0.05264794665178022,1.7933024042910137e-18,-0.4972200084928424,8.746408272314989e-08,0.010110847962796127766608008937346053098120933108291
18,0.052647946651780214,-1.634389743034965e-18,0.4972200084928424,6.750500387030393e-07,0.087486485015913889918629745010662176925066847197171
19,0.052647946651780214,-2.8122574192672308e-18,-0.4972200084928424,4.216796996185858e-07,0.060890548624923786839091000099846442086524453287927
20,0.05264794665178022,-1.1689532121934462e-19,0.4972200084928424,3.296300951128342e-10,0.000052740815218053469991916307963587158163015064236337
21,0.052647946651780214,2.7374349223592705e-18,-0.4972200084928424,3.654553246246371e-07,0.064466319263785988708421900688967953252395440438617
22,0.052647946651780214,1.8177599101039865e-18,0.4972200084928424,4.4044667479143165e-07,0.085270476239621171162210113509729412952879899149591
23,0.05264794665178022,-1.607278362885067e-18,-0.4972200084928424,3.73325744456014e-08,0.0078995727526892555706650052384654615636964589160882
24,0.052647946651780214,-2.8160749275402276e-18,0.4972200084928424,1.5288729481599898e-07,0.035225232725606165142138632443101829029730838790289
25,0.052647946651780214,-1.4167787931948577e-19,-0.4972200084928424,3.8234863706331255e-07,0.095587159265828140625636928791854052799065585386768
26,0.052647946651780214,2.7306012265903906e-18,0.4972200084928424,1.1368708121086232e-07,0.030740986759417172024358692572413625995074972620213
27,0.05264794665178022,1.842259594457735e-18,-0.4972200084928424,3.6683054051003244e-08,0.010696778561272545560123713124740678986502300748411
28,0.052647946651780214,-1.5827332588124624e-18,0.4972200084928424,2.8060935341239695e-07,0.087999093230127684415791385062294602524372276323856
29,0.052647946651780214,-2.8247846454768533e-18,-0.4972200084928424,1.7833931015139285e-07,0.059993343934928552582707971381767498861734457568056
30,0.05264794665178022,-1.7315980866808037e-19,0.4972200084928424,2.328949219798813e-10,0.000083842171912757278608528991358250096574556330196198
31,0.052647946651780214,2.7164582825396142e-18,-0.4972200084928424,1.7003788628235826e-07,0.065362563486938513493059037787602536339822755181426
32,0.052647946651780214,1.8604938837239515e-18,0.4972200084928424,2.0669645398424582e-07,0.084662867551947087286904314448137724584434216590328
33,0.05264794665178022,-1.5620976424903266e-18,-0.4972200084928424,1.698308345655798e-08,0.0073978311536766554480116039520909580553155104004756
34,0.052647946651780214,-2.8345372793773193e-18,0.4972200084928424,7.814382431821588e-08,0.036133704364743020097957785976756454763045301299073
35,0.052647946651780214,-2.0292837387261977e-19,-0.4972200084928424,1.9495432891808566e-07,0.095527621169861969088206581092051679486461863800101
36,0.052647946651780214,2.7064437841729544e-18,0.4972200084928424,5.7627667546068755e-08,0.029874182855882044090414715940011827597213660990267
37,0.05264794665178022,1.8848244251913186e-18,-0.4972200084928424,2.0605002698855044e-08,0.011283299477893022253243794217845469548382858753359
38,0.052647946651780214,-1.5342475644952485e-18,0.4972200084928424,1.5325214205105612e-07,0.088518437248690019597335385483905986058862699640183
39,0.052647946651780214,-2.8374293894479036e-18,-0.4972200084928424,9.708183606831003e-08,0.05906458906395982377924969182665976169583237894932
40,0.05264794665178022,-2.277825648386916e-19,0.4972200084928424,2.4999029673341907e-10,0.00015999378990938820724358689933482464436321153329671
41,0.052647946651780214,2.6985074766143515e-18,-0.4972200084928424,9.849877628747022e-08,0.066230577175694977737162768482313219600072063653153
42,0.052647946651780214,1.9083598141481167e-18,0.4972200084928424,1.191233720369224e-07,0.084053451309252446266556100797026560442469840050227
43,0.05264794665178022,-1.5097328393859784e-18,-0.4972200084928424,9.343521199270879e-09,0.0069104682789807421954528293357673490705752944361807
44,0.052647946651780214,-2.8457792156765573e-18,0.4972200084928424,4.782623664332776e-08,0.037036637656593017019223396617512811404061060717982
45,0.052647946651780214,-2.5953709052969524e-19,-0.4972200084928424,1.1786326062619173e-07,0.095469241107215305423994077318562969126353245877459
46,0.052647946651780214,2.6834225676648073e-18,0.4972200084928424,3.424930089132042e-08,0.028988608274413604878828788407119244785420142956042
47,0.05264794665178022,1.926076425061517e-18,-0.4972200084928424,1.3480314299551532e-08,0.011911205715083734653198800409640426867889723397427
48,0.052647946651780214,-1.488410848275162e-18,0.4972200084928424,9.656925739663868e-08,0.088998227616742205644526241718409489313610085771286
49,0.052647946651780214,-2.8542985443957747e-18,-0.4972200084928424,6.054510969235718e-08,0.058147523348539833546466527077405921649664119106339
50,0.05264794665178022,-2.887685009422185e-19,0.4972200084928424,2.4919316537313836e-10,0.00024919316537313837129916292090224291364195845173186
51,0.052647946651780214,2.6730898152975825e-18,-0.4972200084928424,6.448034419320305e-08,0.067085350098608459009177165984564455705025039927257
52,0.052647946651780214,1.950250776088536e-18,0.4972200084928424,7.715101159531784e-08,0.083446534141495772044142053957861517284253550805097
53,0.05264794665178022,-1.459890770810275e-18,-0.4972200084928424,5.70927078639795e-09,0.0064149366555967360642260476514449493477888617748982
54,0.052647946651780214,-2.8563421536518063e-18,0.4972200084928424,3.255401506751482e-08,0.037971003174749287429418742151729349840207311931324
55,0.052647946651780214,-3.1371206066379966e-19,-0.4972200084928424,7.881556599582987e-08,0.095366834854954147567877168381754601622658677887056
56,0.052647946651780214,2.664032609422165e-18,0.4972200084928424,2.242473163838127e-08,0.028129583367185464938994825978430345814147514919101
57,0.052647946651780214,1.972755462746905e-18,-0.4972200084928424,9.6518780443447e-09,0.012543580706430370843921689577800534262219969572087
58,0.052647946651780214,-1.4354280134539618e-18,0.4972200084928424,6.648339998260427e-08,0.089460063016592297147318191889203495602909497315608
59,0.052647946651780214,-2.864277185434182e-18,-0.4972200084928424,4.110852882821378e-08,0.057239515540404862968932991818559838109311457247037
60,0.05264794665178022,-3.4568420788416804e-19,0.4972200084928424,2.3267934086049676e-10,0.00033505825083911531302249503053781672135520148638709
61,0.052647946651780214,2.64805752494028e-18,-0.4972200084928424,4.565929655743779e-08,0.067959296996090402340520978888828149839768769110953
