time,m_x,m_y,m_z,qfi
1,0.28462482232482655,-0.25326474668588134,-0.3219624928194478,3.6681967244104605
2,0.4307440443799466,0.15089392901392387,0.11689609971021456,51.18681570799945
3,0.3344772360551608,-0.06542694682450456,-0.008061437358124372,355.0273035098382
4,0.1902387569114211,-0.04389262279168449,-0.0007971001436607723,1451.3840761413283
5,0.21880618986817937,0.06992145148089235,-0.06297831949527498,3373.3199880594666
6,0.29920817465499927,-0.07621258702230624,0.13493188486110422,5172.547721021687
7,0.30371247476114904,0.06857559215834812,-0.21031636585348917,6319.546780273716
8,0.2585120574376504,-0.019041403821982363,0.2604775445849018,7185.71539013712
9,0.26218341646728976,-0.06163735423927486,-0.23206481055824388,8317.066840973313
10,0.26043945856677203,0.07503630272732804,0.16386915241893044,9900.92453702484
11,0.2857867713183915,-0.05367208888622894,-0.09282406121225265,12184.00779679119
12,0.30612732102034546,-0.006523650714092308,0.07237467049235667,15164.37527272009
13,0.28510740140571084,0.0223010803588845,-0.08683747481834721,18357.119879139176
15,0.2433029811798879,0.03318199858362349,-0.15888031436350242,25371.195100601602
16,0.25413668558601404,0.014653017868071001,0.17354054524679055,28839.845778051895
18,0.30444055294595734,-0.017606237702563154,0.15595450828366378,35219.499060710856
20,0.21561962310797747,-0.04839623175192551,0.22258805661939685,41590.25628025333
23,0.3067698153810282,-0.023861804746933647,-0.14073501702642163,52615.901658344796
25,0.26026324041831406,-0.005103249583742493,-0.139295829785266,63288.19535339701
28,0.2586649330494552,-0.06666274435028258,0.13338487862364756,81418.6743615973
31,0.31461279681147425,-0.045990896120522456,-0.14082283501442214,101247.54721701887
34,0.17903089374350314,0.02328815142205911,0.11685859033025571,121616.10536924345
38,0.22345114535843977,-0.0739604619079788,0.17649691056653294,156460.5648302836
42,0.23942559205838376,-0.009419736679925336,0.20913938404628746,183839.0152542633
47,0.2749712370847479,-0.00297031766568339,-0.08222727394750133,235215.81720178472
52,0.2836889582832132,0.011096296516005223,0.14788419963447,289679.4935415096
58,0.30897303260636216,-0.07279082129542856,0.13936807080500643,373955.7212816787
65,0.23043915171590107,-0.08867448056367921,-0.06450661772921344,461211.9065856301
72,0.19841978225089657,-0.014243999970846018,0.14186877755471322,572121.8301006163
80,0.22935779973007803,-0.06179312474854607,0.19302324642377697,728764.8267149575
89,0.2628328249751044,0.00626679881722191,-0.14623332127581679,905381.8613757262
98,0.2675345413097362,-0.04664770501922408,0.06538062813261515,1114978.3356431103
109,0.2666639169115376,0.04363229746607102,-0.13304930387739541,1363931.1601163766
121,0.266612455830435,0.04395185396453024,-0.026997415592956358,1686724.3420145672
135,0.273512496880135,-0.11920269128211379,-0.03697795804693521,2061444.028251312
149,0.2952195283541104,-0.06253558145554361,-0.1840834905149538,2504283.8999404307
166,0.3437465431737749,-0.006743298605980037,0.018639924563034857,3054013.7034084597
184,0.2358353778807104,0.04706751800709994,0.12772970601587022,3642893.628981143
204,0.31477337232727576,0.036355064597206735,0.1427163833456602,4343151.987199125
227,0.18533591578460915,-0.00027946345106939053,-0.13705976380869178,5168382.661836629
252,0.3208771706848785,0.07467874012951974,0.1708990926673738,6162538.134953391
280,0.2705791300188623,-0.02525002955550151,0.17204977425099263,7607817.893187967
310,0.27808374386501233,0.04577883985398504,0.14672671405100676,9460110.480405796
344,0.29882025597476986,0.03721402065206772,0.041704416595546114,11965587.981456375
382,0.24919757959954192,0.004934308615801583,0.17870383094573455,15058380.770351755
424,0.23430525820098716,0.01975395846658663,0.10446735443613989,18385337.469472792
471,0.309496538001201,0.006264243476136521,-0.16412951226913783,22084149.36206287
523,0.29564275245164817,0.012473569971929683,-0.18155523642645854,26772434.939635653
580,0.20528348801194948,-0.013520590792105335,0.12828185474901346,33822301.981397726
644,0.34106410631794826,-0.02466800793367701,0.05823276738489333,42206941.249960795
714,0.23467468575859812,-0.05914214345817777,0.22356895582237624,50507451.0665051
793,0.31677252255488764,0.02272640465005338,-0.12953752985504718,62576516.13746455
880,0.32065484977514547,0.014338435114570197,0.11062380087853478,78491947.56133668
977,0.2542259170618974,-0.07454717983446918,-0.03410018976344633,94524087.0177089
1084,0.30244434919557944,-0.003529047047371927,0.05582970063855408,118851551.82486396
1203,0.3060226432241005,0.03584298601998079,-0.1580622732943462,144046055.607415
1335,0.31303985246230337,0.0785938679806723,-0.13404606111437026,180480592.47580022
1482,0.252984969597345,0.013673721395516049,0.0567273251839966,219798751.762923
1644,0.2565678876364138,0.07927804210458755,0.2399015989888521,271169521.2043241
1825,0.2873776158744461,0.04965585657445822,-0.17883477288962582,337601174.2736373
2025,0.24171820538712976,0.06717576500362456,-0.0995755805337332,416717122.98395
2247,0.27788380826940395,0.10089300996621105,-0.05711739484643634,513503605.01531726
2494,0.2652095664620969,0.009442323472947415,-0.006088906505512347,633283340.3582712
2768,0.21004119687002148,0.047743554748813075,0.04501484549651624,778960459.6634932
3072,0.2340199581337668,-0.001745872255851283,0.05696645148763795,955738971.7571161
3409,0.23364651177573548,0.03055740348846914,-0.02656570578266749,1181528122.9887905
3783,0.22526447510184278,-0.01577211934500993,-0.15548503978062972,1443229243.5628781
4198,0.28325547241640964,-0.05178532383803188,0.16290872874983267,1766477278.6968415
4659,0.3214555403286393,-0.0378897148749382,-0.01578817289944874,2150779817.3794913
5170,0.2553036505284302,-0.07332153787181303,0.11262115658489028,2601812603.476254
5738,0.21961663843609966,-0.04128143361904894,-0.10623930218427383,3134051043.6859097
6368,0.3455237846062331,0.07171504030172782,-0.005814838912222718,3731502700.998355
7067,0.3129892174688306,0.06493494345017178,0.0007783523988560179,4416179669.6152115
7842,0.23984755188656565,0.008255455629269286,0.10853162451593923,5195429689.503452
8703,0.2496641298527402,0.05776419828514448,-0.12326028560493059,6080809279.245734
9658,0.24145295244645915,0.06885212515241662,0.12246356021789624,7121384147.179716
10718,0.30295327519459303,-0.002303756266582463,0.17084329092789527,8364626098.248202
11895,0.20739078804784966,-0.02980189544462063,-0.09545939815141152,9949412690.862444
13200,0.24535866732325606,-0.07731972641155922,0.09313757598801287,12093819026.62262
14649,0.35071144580558533,-0.012130291934372503,-0.07751658386448855,15064376708.439093
16257,0.3336528828846714,-0.036561675098991206,-0.040333684590849045,19130697256.497612
18041,0.2712629839274431,-0.11231599713646395,0.006068077684637543,24152449309.38199
20022,0.26622772316645643,0.027431286242740553,-0.020288057380060634,29637074158.975018
22219,0.32851365947618194,-0.06074156303571528,-0.07206789730759378,35476851171.09104
24658,0.2388890337258129,0.027825978856458218,0.018327724066674028,42507798271.509476
27364,0.2942194544586246,-0.0777328276203799,0.08276938219921737,53022837729.186165
30367,0.3038022976615957,0.08638930623612553,0.014716689303852776,66990193716.957565
33700,0.2824766615696249,-0.004803928048875564,0.06462712124809704,81225235085.0653
37399,0.25577568270255535,-0.020220337063220465,-0.1721607384183372,98068495907.25815
41504,0.32878903570930923,-0.05294239631002187,0.03311039414290547,123871923618.01088
46059,0.3014170107491811,0.0935935551935165,-0.03672989465773303,150527973296.7046
51114,0.26647592197341974,-0.012164510398327201,-0.059495076418827425,185132576487.49518
56724,0.26393644810125966,-0.04280410989560712,0.073621047158444,229220055355.41345
62949,0.24478364088388116,0.04323083999736171,0.0405280199265851,280896496607.3663
69858,0.319278351957813,-0.022986387293464597,0.08776339706491865,344703946354.06
77525,0.2453213356349653,-0.004803237822267901,-0.04634832599505659,428901704712.2962
86034,0.2939239759758623,-0.04917644313093678,0.08875949406384019,523700671455.6428
95477,0.3108646000502668,-0.015438882717891496,-0.036584812529296545,641264903231.3801
105956,0.2193053512143116,0.08077496390899787,0.10210382312993094,789444018604.6412
117584,0.31455323516148964,0.047911132115885144,0.11174142128880159,971437375949.9819
130490,0.27855021549676656,-0.01804198953191739,0.011495459588127995,1195412886542.2473
144811,0.2546332261137175,0.003676635892598114,0.07042579545220312,1477159589684.7507
160705,0.2685986701441447,0.09908784410928548,-0.041272099219025866,1814361904517.247
178343,0.2849598042641118,-0.02867492837356704,-0.03092130113107518,2224312007686.663
197916,0.31107248350929995,0.10307283783709699,0.14233316387815614,2724154462067.863
219638,0.25547778320184683,-0.028777342346612604,0.11034912999561476,3344891804304.244
243744,0.2826265294166396,0.012439087571853061,0.037657734447605076,4091724461637.3774
270495,0.19846700333413847,0.030030408860549553,0.08858810837595908,5007667509727.892
300183,0.17790204238892557,-0.033336865901403286,-0.2850223799285289,6109284231853.502
333129,0.369978478040192,0.091008821109199,-0.046378754015283984,7441487100206.061
369691,0.2321800889749946,0.06906251337594561,0.025441129992967555,9008743916531.941
410265,0.2226117238565558,-0.04335311676490688,0.021443960064583822,10881172367699.771
455293,0.3034103286245111,-0.04371654791752866,0.019730935494106115,13045068978419.8
505263,0.3255716111683991,-0.00345708148441549,-0.04646057399390334,15542042218638.947
560716,0.2634253911271421,0.06548650299157387,-0.10088562362174686,18321155301258.297
622257,0.2561839680730182,0.04526560863172631,-0.1069737532650946,21343095371444.19
690551,0.26610341370740304,-0.005860169860763295,-0.09855572755956232,24531065254947.676
766341,0.2684744273376712,0.0059657284175624456,-0.011385109334963972,27750764501921.676
850448,0.28788029387601133,0.09110782622277509,-0.07859998457955959,30935817998001.13
943787,0.27341794710010997,0.016082824305251715,0.010371366688776572,34054762744715.375
1047370,0.3008116343874759,0.006400611424419671,-0.00906799249091781,37320970977268.55
1162322,0.27130430890485024,-0.04444754401259973,-0.03027932560137365,41234623072755.31
1289890,0.28307012783802976,0.043744325501526654,0.0695631971834659,46633463305707.73
1431458,0.23705343284546057,-0.048435295008213274,0.06729632706444887,54660850787559.01
1588565,0.25384417628641937,-0.012876788108640859,-0.08368429076789193,66869830984388.5
1762914,0.29719426328896986,0.009283930155909743,0.014496059126684184,84747850147920.94
1956398,0.3210055750210759,-0.08879623683249054,-0.04875544111062925,108947521298113.3
2171117,0.31564580725378594,0.008947164865255567,0.07029727158091881,137287249699468.83
2409403,0.27976723792495445,0.04095430035299516,-0.03568535105102454,166094760051326.47
2673841,0.2687222394631655,-0.056925914575483044,0.06057523528489423,195592682838437.5
2967302,0.3038670987819753,0.0028684872707561144,-0.0001748802160455824,233199245704996.34
3292971,0.2845688318213542,-0.020263243043893084,-0.01879882384098666,290365010260904.8
3654383,0.2697665397850782,-0.02641173536922957,0.04781468871573758,367635462521707.06
4055460,0.3204137861421667,0.04888287253012158,-0.00033450045288140485,446554906706612.3
4500557,0.25500759670611417,0.09142102230571444,-0.06885796831456303,535949195261353.44
4994505,0.24343456295116567,0.013919335186486132,-0.10919047247507808,672281244133675.1
5542664,0.35529524095406223,-0.027211034127333365,-0.01011044754719379,826608421646609.5
6150985,0.2888440037716179,0.024980424871249157,0.038782368393337124,1002655632033816.6
6826071,0.23470079749018904,-0.03616082003629645,-0.13696072256217046,1254599136490494.5
7575250,0.3012806484740367,0.040105814193756376,0.05699412661747922,1519730988527297.2
8406652,0.29406670984145855,-0.010276313179634301,-0.04836618724905468,1892826455546971.8
9329304,0.2602632527401735,0.05665737970907268,0.028849453593810293,2318128013210047.0
10353218,0.23091994999874815,-0.03901811192231245,0.09110496371599625,2838860436888850.0
11489510,0.26905854579392746,-0.015377283728414598,0.1637263753458828,3513798562195305.5
12750512,0.2212084492074087,-0.027355732524697765,-0.08154056808798965,4336689037699185.5
14149912,0.24089549945677624,-0.031884529070669076,-0.10755711776815914,5337450986671092.0
15702901,0.3099254604714282,0.050138152591385717,-0.006682662236661387,6562207933066019.0
17426333,0.3087167999523187,-0.014027348456860145,-0.04194572774858083,8048913662029936.0
19338917,0.2592909881274803,0.07884057938984308,-0.05099457576902332,9891650961531910.0
21461411,0.27932309130912997,0.03094197735611091,-0.05530194725779607,1.2220908603051508e+16
23816855,0.2745607900087993,-0.0008013438177206107,-0.03586054503698652,1.4987604194926082e+16
26430814,0.2535946238515195,-0.03111082790791753,-0.019056271913642845,1.8412122756850028e+16
29331662,0.30322877965286443,-0.019552278857273505,-0.05248037303809892,2.2639555919267424e+16
32550885,0.2869001270118924,0.011421073553524447,0.06324410612429272,2.785515833094387e+16
36123426,0.283026198561795,-0.006808664301643208,0.005824440073576459,3.425980527247333e+16
40088063,0.31921196997325096,-0.010263374264084696,-0.0032886003896251555,4.206312068139743e+16
44487828,0.2635217978373727,0.056352760449342294,0.06483473254442226,5.159946052486385e+16
49370478,0.2579610684810629,0.03778306708666668,0.023779465474577714,6.317200441053441e+16
54789011,0.28809357864018703,-0.07302342237356255,-0.037376682707603845,7.741123485631875e+16
60802242,0.35196488124291314,0.0343422513831545,0.05636796454937678,9.459237799843352e+16
67475440,0.24311577861534173,-0.020234822017803362,-0.07807388958177482,1.15370142672809e+17
74881038,0.24702295364658683,-0.010706234696563316,-0.0670282968457895,1.4052754231459725e+17
83099419,0.2734592343203854,0.0842178410637664,0.032722713055315863,1.704866313971403e+17
